022023071012102799Cumbres de Enmedio                                                                                  000700700000000059000010000005700000057000000000000000000000018000000210000000000000001000000450000000000000000000S
022023071012102899Cumbres de San Bartolomé                                                                            000700700000000377000010000034900000349000000000000000000000124000001590000000100000005000002380000000000000000000S
022023071012102999Cumbres Mayores                                                                                     000700700000001737000030000143900001439000000000000000000000591000007130000000700000035000010040000000000000000000S
022023071012103099Chucena                                                                                             005405400000002229000030000191400001914000000000000000000000874000011090000001400000034000014450000000000000000000S
022023071012103199Encinasola                                                                                          000700700000001275000020000114700001149000000000000000000000523000006030000000600000027000007840000000000000000000S
022023071012103299Escacena del Campo                                                                                  005405400000002288000030000181800001818000000000000000000000782000010660000001800000019000012620000000000000000000S
022023071012103399Fuenteheridos                                                                                       000700700000000778000010000062100000621000000000000000000000254000003230000000300000006000004530000000000000000000S
022023071012103499Galaroza                                                                                            000700700000001373000020000113900001139000000000000000000000399000005570000000900000014000007670000000000000000000S
022023071012103599Gibraleón                                                                                           004104100000012930000170001003200010032000000000000000000004234000049990000005500000089000064250000000000000000000S
022023071012103699La Granada de Río-Tinto                                                                             000700700000000254000010000020000000200000000000000000000000073000000860000000000000005000001110000000000000000000S
022023071012103799El Granado                                                                                          001001000000000507000010000043100000431000000000000000000000219000002650000000400000003000003240000000000000000000S
022023071012103899Higuera de la Sierra                                                                                000700700000001320000020000109700001097000000000000000000000448000005470000000400000015000007270000000000000000000S
022023071012103999Hinojales                                                                                           000700700000000335000010000028600000286000000000000000000000120000001530000000300000003000002040000000000000000000S
022023071012104099Hinojos                                                                                             005405400000003951000050000321700003217000000000000000000001414000016880000000900000060000021370000000000000000000S
022023071012104199Huelva                                                                                              004104100000141854001810011134900111348000000000000000000044084000560240000064800000815000706930000000000000000000S
022023071012104299Isla Cristina                                                                                       001001000000021523000220001601400016014000000000000000000004850000067300000009400000128000085610000000000000000000S
022023071012104399Jabugo                                                                                              000700700000002243000030000182000001820000000000000000000000753000009630000001800000026000013050000000000000000000S
022023071012104499Lepe                                                                                                001001000000028617000310001875200018755000000000000000000007563000095840000009000000159000119820000000000000000000S
022023071012104599Linares de la Sierra                                                                                000700700000000276000010000022800000228000000000000000000000096000001120000000200000002000001620000000000000000000S
022023071012104699Lucena del Puerto                                                                                   005005000000003213000030000168600001686000000000000000000000860000009920000001200000023000012530000000000000000000S
022023071012104799Manzanilla                                                                                          005405400000002119000030000187400001874000000000000000000000730000008640000000800000027000011540000000000000000000S
022023071012104899Los Marines                                                                                         000700700000000410000010000033400000334000000000000000000000132000001770000000500000005000002190000000000000000000S
022023071012104999Minas de Riotinto                                                                                   007207200000003738000070000313600003136000000000000000000001065000013390000000900000052000018350000000000000000000S
022023071012105099Moguer                                                                                              005005000000022643000220001281200012813000000000000000000005128000064570000009100000116000087140000000000000000000S
022023071012105199La Nava                                                                                             000700700000000247000010000023700000237000000000000000000000119000001410000000100000002000001860000000000000000000S
022023071012105299Nerva                                                                                               007207200000005100000070000422700004227000000000000000000001514000018730000001700000050000025510000000000000000000S
022023071012105399Niebla                                                                                              005005000000004196000050000325600003256000000000000000000001425000017080000001300000044000021380000000000000000000S
022023071012105499La Palma del Condado                                                                                005405400000010770000130000817700008177000000000000000000003570000045460000003300000116000057240000000000000000000S
022023071012105599Palos de la Frontera                                                                                005005000000012483000120000763500007636000000000000000000003263000042440000003800000070000056380000000000000000000S
022023071012105699Paterna del Campo                                                                                   005405400000003478000050000288600002886000000000000000000001337000015920000001400000093000019810000000000000000000S
022023071012105799Paymogo                                                                                             007207200000001124000020000096200000962000000000000000000000227000003340000001300000002000004860000000000000000000S
022023071012105899Puebla de Guzmán                                                                                    007207200000003092000040000258200002582000000000000000000001028000012490000001400000031000017120000000000000000000S
022023071012105999Puerto Moral                                                                                        000700700000000281000010000023400000234000000000000000000000080000001040000000300000010000001580000000000000000000S
022023071012106099Punta Umbría                                                                                        004104100000016167000200001308800013090000000000000000000004889000063280000008700000127000082040000000000000000000S
022023071012106199Rociana del Condado                                                                                 005405400000007866000090000501500005015000000000000000000001949000024810000002100000060000032430000000000000000000S
022023071012106299Rosal de la Frontera                                                                                000700700000001698000020000137300001373000000000000000000000540000006830000001400000011000008600000000000000000000S
022023071012106399San Bartolomé de la Torre                                                                           004104100000003906000040000259300002597000000000000000000001331000015760000002700000039000019320000000000000000000S
022023071012106499San Juan del Puerto                                                                                 004104100000009532000110000685300006853000000000000000000002765000034140000006500000071000045510000000000000000000S
022023071012106599Sanlúcar de Guadiana                                                                                001001000000000402000010000028300000283000000000000000000000111000001380000000000000005000002070000000000000000000S
022023071012106699San Silvestre de Guzmán                                                                             001001000000000659000010000051500000515000000000000000000000268000003220000000600000006000004070000000000000000000S
022023071012106799Santa Ana la Real                                                                                   000700700000000473000010000040800000408000000000000000000000164000002100000000100000002000003080000000000000000000S
022023071012106899Santa Bárbara de Casa                                                                               007207200000001075000020000099000000990000000000000000000000385000004300000000700000013000005630000000000000000000S
022023071012106999Santa Olalla del Cala                                                                               000700700000002028000030000170400001704000000000000000000000700000008600000000800000035000011280000000000000000000S
022023071012107099Trigueros                                                                                           004104100000007926000100000636500006364000000000000000000002598000030980000004200000090000041580000000000000000000S
022023071012107199Valdelarco                                                                                          000700700000000239000010000020200000202000000000000000000000090000001010000000200000002000001500000000000000000000S
022023071012107299Valverde del Camino                                                                                 007207200000012721000160001018100010181000000000000000000004350000051530000009400000171000071460000000000000000000S
022023071012107399Villablanca                                                                                         001001000000002945000030000194600001946000000000000000000000614000008000000001700000021000011290000000000000000000S
022023071012107499Villalba del Alcor                                                                                  005405400000003316000040000273300002733000000000000000000001287000015210000001900000041000019360000000000000000000S
022023071012107599Villanueva de las Cruces                                                                            007207200000000377000010000032400000324000000000000000000000171000001910000000000000004000002420000000000000000000S
022023071012107699Villanueva de los Castillejos                                                                       001001000000002923000030000216000002160000000000000000000000982000011650000002300000022000014950000000000000000000S
022023071012107799Villarrasa                                                                                          005405400000002190000030000171100001711000000000000000000000720000009210000000200000024000012700000000000000000000S
022023071012107899Zalamea la Real                                                                                     007207200000003026000050000257700002577000000000000000000001021000012970000001800000025000017660000000000000000000S
022023071012107999Zufre                                                                                               000700700000000774000010000063100000631000000000000000000000276000003220000000000000005000004410000000000000000000S
022023071012190299La Zarza-Perrunal                                                                                   007207200000001230000020000109000001090000000000000000000000457000005590000000500000008000007200000000000000000000S
022023071012300199Albanchez de Mágina                                                                                 005005000000000993000020000085300000853000000000000000000000472000005500000000000000010000007040000000000000000000S
022023071012300299Alcalá la Real                                                                                      000200200000021556000300001722600017226000000000000000000008282000101340000008700000216000126420000000000000000000S
022023071012300399Alcaudete                                                                                           000200200000010347000150000843000008430000000000000000000004080000047840000003600000097000062060000000000000000000S
022023071012300499Aldeaquemada                                                                                        002402400000000463000010000040500000405000000000000000000000192000002270000000300000003000003370000000000000000000S
022023071012300599Andújar                                                                                             000500500000036030000510002945400029454000000000000000000013881000158990000016200000225000200340000000000000000000S
022023071012300699Arjona                                                                                              000500500000005397000070000444100004441000000000000000000002379000026880000002300000075000034960000000000000000000S
022023071012300799Arjonilla                                                                                           000500500000003535000050000299500002995000000000000000000001490000017350000001700000029000022370000000000000000000S
022023071012300899Arquillos                                                                                           002402400000001698000020000140600001406000000000000000000000643000007750000000300000014000009890000000000000000000S
022023071012300999Baeza                                                                                               000900900000015773000210001276900012769000000000000000000005504000076400000007000000136000098620000000000000000000S
022023071012301099Bailén                                                                                              002402400000017377000250001411100014111000000000000000000006015000074050000007500000124000096090000000000000000000S
022023071012301199Baños de la Encina                                                                                  002402400000002594000040000213900002139000000000000000000001099000012680000001000000029000015740000000000000000000S
022023071012301299Beas de Segura                                                                                      009509500000005112000070000392600003926000000000000000000001788000019840000002300000044000027180000000000000000000S
022023071012301499Begíjar                                                                                             000900900000003008000040000248700002487000000000000000000001175000014230000001600000018000019130000000000000000000S
022023071012301599Bélmez de la Moraleda                                                                               005005000000001519000020000125500001255000000000000000000000640000007610000000600000006000009540000000000000000000S
022023071012301699Benatae                                                                                             009509500000000448000010000037600000376000000000000000000000202000002370000000200000009000002980000000000000000000S
022023071012301799Cabra del Santo Cristo                                                                              005005000000001745000030000141600001416000000000000000000000642000007810000000600000016000011070000000000000000000S
022023071012301899Cambil                                                                                              005005000000002642000040000217700002177000000000000000000000911000011310000001200000022000015530000000000000000000S
022023071012301999Campillo de Arenas                                                                                  005005000000001705000020000140700001407000000000000000000000637000008920000000800000031000010930000000000000000000S
022023071012302099Canena                                                                                              009209200000001802000030000146300001463000000000000000000000809000009270000000400000016000012470000000000000000000S
022023071012302199Carboneros                                                                                          002402400000000593000010000049700000497000000000000000000000245000003070000000100000010000003910000000000000000000S
022023071012302499La Carolina                                                                                         002402400000014960000230001202200012022000000000000000000005484000068990000005000000175000086240000000000000000000S
022023071012302599Castellar                                                                                           009509500000003209000050000261500002615000000000000000000001246000014560000001500000019000019350000000000000000000S
022023071012302699Castillo de Locubín                                                                                 000200200000003960000060000320000003200000000000000000000001434000018010000001200000041000023160000000000000000000S
022023071012302799Cazalilla                                                                                           000500500000000745000010000063300000633000000000000000000000338000004090000000400000010000004920000000000000000000S
022023071012302899Cazorla                                                                                             002802800000007183000110000586300005863000000000000000000002758000032650000002100000054000043130000000000000000000S
022023071012302999Chiclana de Segura                                                                                  009509500000000902000010000074900000749000000000000000000000332000003810000000000000005000005580000000000000000000S
022023071012303099Chilluévar                                                                                          002802800000001397000020000114400001144000000000000000000000648000006980000000600000022000008960000000000000000000S
022023071012303199Escañuela                                                                                           000500500000000932000010000076200000762000000000000000000000402000004880000000600000015000006290000000000000000000S
022023071012303299Espeluy                                                                                             000500500000000606000010000051200000512000000000000000000000301000003290000000400000013000004090000000000000000000S
022023071012303399Frailes                                                                                             000200200000001565000030000127400001274000000000000000000000541000007140000000400000025000009740000000000000000000S
022023071012303499Fuensanta de Martos                                                                                 006006000000003023000040000240100002401000000000000000000001264000014780000001100000052000018660000000000000000000S
022023071012303599Fuerte del Rey                                                                                      005005000000001309000020000110800001108000000000000000000000578000006680000000300000022000008630000000000000000000S
022023071012303799Génave                                                                                              009509500000000573000010000050100000501000000000000000000000236000003000000000500000003000003790000000000000000000S
022023071012303899La Guardia de Jaén                                                                                  005005000000005151000070000405200004052000000000000000000002088000024540000001500000020000031640000000000000000000S
022023071012303999Guarromán                                                                                           002402400000002748000030000216100002161000000000000000000001005000011700000000500000044000014130000000000000000000S
022023071012304099Lahiguera                                                                                           000500500000001638000030000137500001375000000000000000000000766000008940000000100000005000011200000000000000000000S
022023071012304199Higuera de Calatrava                                                                                006006000000000609000010000047000000470000000000000000000000241000002780000000000000000000003790000000000000000000S
022023071012304299Hinojares                                                                                           002802800000000335000010000029300000293000000000000000000000110000001440000000200000001000002000000000000000000000S
022023071012304399Hornos                                                                                              009509500000000589000010000050000000500000000000000000000000197000002270000000100000001000003520000000000000000000S
022023071012304499Huelma                                                                                              005005000000005615000080000459800004598000000000000000000002029000024080000002200000059000035440000000000000000000S
022023071012304599Huesa                                                                                               002802800000002445000040000196100001961000000000000000000000921000010310000000900000020000013670000000000000000000S
022023071012304699Ibros                                                                                               000900900000002787000040000225200002252000000000000000000001168000013970000000400000022000018210000000000000000000S
022023071012304799La Iruela                                                                                           002802800000001910000030000158100001581000000000000000000000601000007780000000200000011000012120000000000000000000S
022023071012304899Iznatoraf                                                                                           009509500000000905000010000077100000771000000000000000000000325000004030000000300000003000005990000000000000000000S
022023071012304999Jabalquinto                                                                                         000900900000001968000030000168300001683000000000000000000000545000008670000000800000033000011230000000000000000000S
022023071012305099Jaén                                                                                                005005000000111669001510008987500089874000000000000000000039448000470180000042500000554000643610000000000000000000S
022023071012305199Jamilena                                                                                            006006000000003314000050000273100002731000000000000000000001433000016250000001000000048000020950000000000000000000S
022023071012305299Jimena                                                                                              005005000000001253000020000105500001055000000000000000000000577000006600000000300000026000008800000000000000000000S
022023071012305399Jódar                                                                                               009209200000011533000140000938600009386000000000000000000003862000044780000003800000052000058650000000000000000000S
022023071012305499Larva                                                                                               005005000000000459000010000036400000364000000000000000000000175000002010000000000000004000002720000000000000000000S
022023071012305599Linares                                                                                             005505500000055729000750004483200044832000000000000000000019333000235710000023600000329000301680000000000000000000S
022023071012305699Lopera                                                                                              000500500000003616000050000299600002996000000000000000000001436000016720000001500000049000022020000000000000000000S
022023071012305799Lupión                                                                                              000900900000000830000020000068000000680000000000000000000000401000004620000000100000006000005460000000000000000000S
022023071012305899Mancha Real                                                                                         005005000000011350000160000891300008913000000000000000000004238000051400000005000000090000066740000000000000000000S
022023071012305999Marmolejo                                                                                           000500500000006660000080000556500005565000000000000000000002817000032940000003300000091000042270000000000000000000S
022023071012306099Martos                                                                                              006006000000024329000310001923700019237000000000000000000008589000105320000009500000180000136180000000000000000000S
022023071012306199Mengíbar                                                                                            000500500000009965000110000781900007819000000000000000000002777000038900000004200000098000053970000000000000000000S
022023071012306299Montizón                                                                                            009509500000001606000030000136000001360000000000000000000000740000008410000000200000019000010720000000000000000000S
022023071012306399Navas de San Juan                                                                                   002402400000004465000070000369100003692000000000000000000001655000018510000002600000038000025760000000000000000000S
022023071012306499Noalejo                                                                                             005005000000001856000020000156000001560000000000000000000000737000010430000000800000014000012600000000000000000000S
022023071012306599Orcera                                                                                              009509500000001752000020000147200001472000000000000000000000667000008180000000200000018000011170000000000000000000S
022023071012306699Peal de Becerro                                                                                     002802800000005345000070000424600004246000000000000000000002492000028130000001900000054000035010000000000000000000S
022023071012306799Pegalajar                                                                                           005005000000002823000040000237500002375000000000000000000001147000014620000000800000025000018300000000000000000000S
022023071012306999Porcuna                                                                                             006006000000006080000090000504300005043000000000000000000003030000033540000001400000085000041140000000000000000000S
022023071012307099Pozo Alcón                                                                                          002802800000004633000070000371800003718000000000000000000001391000016940000001100000022000023450000000000000000000S
022023071012307199Puente de Génave                                                                                    009509500000002175000020000167400001674000000000000000000000781000010360000000400000014000012990000000000000000000S
022023071012307299La Puerta de Segura                                                                                 009509500000002245000030000182400001824000000000000000000000823000009900000000300000019000013860000000000000000000S
022023071012307399Quesada                                                                                             002802800000005106000070000419100004191000000000000000000001934000023070000002400000031000031090000000000000000000S
022023071012307499Rus                                                                                                 009209200000003465000050000287900002879000000000000000000001461000017710000001600000042000022440000000000000000000S
022023071012307599Sabiote                                                                                             009209200000003863000050000317400003174000000000000000000001527000019560000001700000034000025360000000000000000000S
022023071012307699Santa Elena                                                                                         002402400000000883000010000077100000771000000000000000000000428000005160000000200000011000006320000000000000000000S
022023071012307799Santiago de Calatrava                                                                               006006000000000655000010000058900000589000000000000000000000291000004170000000400000006000004770000000000000000000S
022023071012307999Santisteban del Puerto                                                                              009509500000004434000060000356200003562000000000000000000001701000023230000003500000043000027010000000000000000000S
022023071012308099Santo Tomé                                                                                          002802800000002105000030000167800001678000000000000000000000823000009620000000400000030000012680000000000000000000S
022023071012308199Segura de la Sierra                                                                                 009509500000001729000040000141500001415000000000000000000000642000007680000000600000014000010380000000000000000000S
022023071012308299Siles                                                                                               009509500000002168000030000179800001798000000000000000000000702000008820000000800000013000013100000000000000000000S
022023071012308499Sorihuela del Guadalimar                                                                            009509500000001053000020000083800000838000000000000000000000380000004550000000100000003000006210000000000000000000S
022023071012308599Torreblascopedro                                                                                    000900900000002460000040000212100002121000000000000000000001070000012270000000800000012000015330000000000000000000S
022023071012308699Torredelcampo                                                                                       005005000000013922000190001123200011232000000000000000000005266000060880000008700000162000078470000000000000000000S
022023071012308799Torredonjimeno                                                                                      006006000000013467000170001095800010958000000000000000000005221000063080000007600000124000079600000000000000000000S
022023071012308899Torreperogil                                                                                        009209200000007130000100000593200005932000000000000000000002833000035000000004500000067000043410000000000000000000S
022023071012309099Torres                                                                                              005005000000001360000020000114200001142000000000000000000000530000006300000000100000011000009110000000000000000000S
022023071012309199Torres de Albánchez                                                                                 009509500000000758000010000064800000648000000000000000000000307000003660000000200000008000005100000000000000000000S
022023071012309299Úbeda                                                                                               009209200000034062000490002734200027342000000000000000000012477000151250000015200000221000197540000000000000000000S
022023071012309399Valdepeñas de Jaén                                                                                  005005000000003597000050000298200002982000000000000000000001365000016300000002000000050000021860000000000000000000S
022023071012309499Vilches                                                                                             002402400000004317000060000360200003602000000000000000000001852000021980000002100000039000028040000000000000000000S
022023071012309599Villacarrillo                                                                                       009509500000010484000150000828700008288000000000000000000003781000045130000003700000065000061270000000000000000000S
022023071012309699Villanueva de la Reina                                                                              000500500000003013000050000247800002478000000000000000000001372000015690000001300000035000019150000000000000000000S
022023071012309799Villanueva del Arzobispo                                                                            009509500000007968000110000610600006106000000000000000000002497000030570000002300000037000041620000000000000000000S
022023071012309899Villardompardo                                                                                      006006000000000935000010000081600000816000000000000000000000489000005250000000200000006000006710000000000000000000S
022023071012309999Los Villares                                                                                        005005000000006120000090000490400004904000000000000000000002447000028810000001600000077000035450000000000000000000S
022023071012310199Villarrodrigo                                                                                       009509500000000375000010000033700000338000000000000000000000187000002180000000300000003000002530000000000000000000S
022023071012390199Cárcheles                                                                                           005005000000001310000030000109100001091000000000000000000000500000006490000000100000013000008710000000000000000000S
022023071012390299Bedmar y Garcíez                                                                                    005005000000002637000040000219400002194000000000000000000001154000013400000001100000029000017340000000000000000000S
022023071012390399Villatorres                                                                                         005005000000004293000060000347400003474000000000000000000001647000019850000001800000046000025030000000000000000000S
022023071012390499Santiago-Pontones                                                                                   009509500000002777000070000236200002362000000000000000000000779000009990000000700000013000015260000000000000000000S
022023071012390599Arroyo del Ojanco                                                                                   009509500000002227000040000179000001790000000000000000000000876000010390000000800000016000013000000000000000000000S
022023071012900199Alameda                                                                                             001501500000005451000050000426800004268000000000000000000001978000024800000003500000057000030640000000000000000000S
022023071012900299Alcaucín                                                                                            009409400000002487000020000125000001250000000000000000000000540000006630000001000000012000008370000000000000000000S
022023071012900399Alfarnate                                                                                           006706700000001039000010000087200000872000000000000000000000405000005560000000500000014000006630000000000000000000S
022023071012900499Alfarnatejo                                                                                         006706700000000364000010000029800000298000000000000000000000147000001880000000300000002000002310000000000000000000S
022023071012900599Algarrobo                                                                                           009409400000006625000080000470400004704000000000000000000001896000025560000002400000042000031640000000000000000000S
022023071012900699Algatocín                                                                                           008408400000000826000010000067500000675000000000000000000000266000003150000000100000009000004360000000000000000000S
022023071012900799Alhaurín de la Torre                                                                                006706700000042531000470003148000031480000000000000000000013205000174870000023400000258000218720000000000000000000S
022023071012900899Alhaurín el Grande                                                                                  006706700000026436000240001621900016219000000000000000000007076000090080000008000000157000108070000000000000000000S
022023071012900999Almáchar                                                                                            009409400000001840000020000142900001429000000000000000000000485000006960000000800000024000009340000000000000000000S
022023071012901099Almargen                                                                                            001501500000001927000030000160000001600000000000000000000000678000009580000000400000049000012120000000000000000000S
022023071012901199Almogía                                                                                             006706700000003885000050000305800003058000000000000000000001198000015120000001000000023000019400000000000000000000S
022023071012901299Álora                                                                                               006706700000013382000130000984800009848000000000000000000004393000053330000006700000120000066600000000000000000000S
022023071012901399Alozaina                                                                                            006706700000002089000020000157200001572000000000000000000000742000009240000001000000028000011880000000000000000000S
022023071012901499Alpandeire                                                                                          008408400000000266000010000022700000227000000000000000000000071000001070000000400000001000001380000000000000000000S
022023071012901599Antequera                                                                                           001501500000041184000480003228600032286000000000000000000013762000175940000021900000315000220920000000000000000000S
022023071012901699Árchez                                                                                              009409400000000396000010000025500000255000000000000000000000108000001320000000100000002000001900000000000000000000S
022023071012901799Archidona                                                                                           001501500000008024000100000633700006337000000000000000000002962000036390000003700000091000045480000000000000000000S
022023071012901899Ardales                                                                                             001501500000002520000030000200600002006000000000000000000000913000010820000002500000047000013640000000000000000000S
022023071012901999Arenas                                                                                              009409400000001249000010000087100000871000000000000000000000394000004930000000200000007000006410000000000000000000S
022023071012902099Arriate                                                                                             008408400000004110000050000329400003294000000000000000000001537000018870000002000000033000023160000000000000000000S
022023071012902199Atajate                                                                                             008408400000000183000010000016600000166000000000000000000000068000000870000000100000002000001010000000000000000000S
022023071012902299Benadalid                                                                                           008408400000000239000010000018000000180000000000000000000000076000000930000000100000000000001330000000000000000000S
022023071012902399Benahavís                                                                                           006906900000008763000030000270800002708000000000000000000000891000012160000001000000019000015990000000000000000000S
022023071012902499Benalauría                                                                                          008408400000000434000010000038100000381000000000000000000000157000001900000000800000005000002400000000000000000000S
022023071012902599Benalmádena                                                                                         006906900000073160000670004471900044719000000000000000000016821000228920000023900000300000287900000000000000000000S
022023071012902699Benamargosa                                                                                         009409400000001519000020000098400000984000000000000000000000383000005160000000500000014000006650000000000000000000S
022023071012902799Benamocarra                                                                                         009409400000003085000040000233000002330000000000000000000001057000013550000001900000039000015950000000000000000000S
022023071012902899Benaoján                                                                                            008408400000001459000020000118700001187000000000000000000000447000005640000000500000018000007630000000000000000000S
022023071012902999Benarrabá                                                                                           008408400000000446000010000037100000371000000000000000000000132000001720000000100000004000002550000000000000000000S
022023071012903099El Borge                                                                                            009409400000000921000010000075400000754000000000000000000000356000004800000000600000009000005800000000000000000000S
022023071012903199El Burgo                                                                                            008408400000001791000030000151400001514000000000000000000000621000007830000000600000018000009890000000000000000000S
022023071012903299Campillos                                                                                           001501500000008372000100000672100006721000000000000000000003217000038930000004100000117000048670000000000000000000S
022023071012903399Canillas de Aceituno                                                                                009409400000001722000020000112100001121000000000000000000000499000006260000000700000012000007640000000000000000000S
022023071012903499Canillas de Albaida                                                                                 009409400000000796000010000045800000458000000000000000000000216000002750000000100000002000003590000000000000000000S
022023071012903599Cañete la Real                                                                                      001501500000001584000020000142900001429000000000000000000000640000007890000001000000018000009570000000000000000000S
022023071012903699Carratraca                                                                                          001501500000000718000010000062300000623000000000000000000000258000003300000000200000006000004290000000000000000000S
022023071012903799Cartajima                                                                                           008408400000000256000010000020600000206000000000000000000000098000001220000000100000004000001590000000000000000000S
022023071012903899Cártama                                                                                             006706700000027712000270002040500020405000000000000000000007905000102580000017500000204000126500000000000000000000S
022023071012903999Casabermeja                                                                                         006706700000003813000040000294400002944000000000000000000001191000016620000003100000052000019920000000000000000000S
022023071012904099Casarabonela                                                                                        006706700000002524000030000192300001923000000000000000000000748000010250000001000000031000013440000000000000000000S
022023071012904199Casares                                                                                             006906900000007700000060000430200004302000000000000000000001482000021480000002800000033000027450000000000000000000S
022023071012904299Coín                                                                                                006706700000024309000230001548700015487000000000000000000006444000081710000010100000164000100600000000000000000000S
