"name","essround","edition","proddate","cntry","idno","intagea","intgndr","resclq","resrelq","resbab","resundq","preintf","prewhp","presd","preppil","preorel","prenrel","predk","prenap","prena","resswcd","vdovexin","vdtpsvin","vdtpitin","vdtpscin","vdtpauin","vdtpviin","vdtpoiin","vdtpntin","vdtpapre","vdtprein","vdtpdkin","vdtpnain","intlnga","intnum"
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11395,56,1,2,1,5,4,2,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,"DUT",3160
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11431,47,1,2,1,5,4,2,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,1,0,0,0,"FRE",3225
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11451,63,1,2,1,5,5,2,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,"DUT",3136
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11452,67,1,2,1,5,4,2,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,1,0,0,0,"DUT",2778
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11458,71,1,2,1,4,4,2,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,"DUT",3149
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11465,72,1,4,3,3,4,1,1,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,"DUT",2263
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11470,55,2,3,2,3,3,1,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,"DUT",3039
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11526,51,2,2,1,5,5,2,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,"DUT",3551
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11545,66,2,1,5,5,5,2,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,1,0,0,0,"DUT",3684
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11570,75,1,2,2,4,5,2,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,1,0,0,0,"DUT",2439
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11574,69,1,2,1,5,5,2,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,1,0,0,0,"DUT",3354
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11597,54,2,1,1,5,5,2,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,1,0,0,0,"DUT",2654
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11598,65,1,2,1,5,5,2,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,1,0,0,0,"FRE",2226
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11602,77,1,1,1,5,5,2,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,1,0,0,0,"DUT",3081
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11605,70,1,1,1,5,5,2,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,1,0,0,0,"FRE",2436
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11630,59,2,1,1,5,5,2,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,"DUT",3249
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11672,67,1,2,1,4,5,2,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,"DUT",2778
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11688,69,1,1,1,5,5,2,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,1,0,0,0,"DUT",2899
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11691,67,1,1,2,5,5,2,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,1,0,0,0,"DUT",2133
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11694,56,1,2,1,5,5,2,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,"DUT",3160
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11699,51,2,1,1,5,5,2,0,0,0,0,0,0,1,0,3,9,0,0,0,0,0,0,0,1,0,0,0,"DUT",3551
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11707,45,2,2,1,4,4,2,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,1,0,0,0,"DUT",2268
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11715,61,2,2,2,5,5,2,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,"DUT",4029
"ESS10INTe03_1",10,"3.1","02.11.2023","BE",11754,56,1,1,1,5,4,2,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,1,0,0,0,"DUT",3160
