"Country","COUNTRY","Continent","Region","LifeExpectancy","IMR","Population","AirPollution","HomicidesRate","HealthExp","MedicalDoctors","HospitalBeds","Internet","Literacy","capital","SchoolYears","Unemployment","GDP"
"138","Mongolia","MNG","Asia","East Asia & Pacific",70.09795,11.54504,3096.03,35.04224,10.64118,8.8517,41.3,105.4728,16.4,99,"Ulaanbaatar",13.1627712249756,5.503,16222.8638898529
"139","Northern Mariana Islands","MNP","Oceania","East Asia & Pacific",NA,NA,50.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Mozambique","MOZ","Africa","Sub-Saharan Africa",57.66203,48.73277,28569.441,16.16548,3.66473,8.77718,1.75,7.3498,4.8491,60,"Maputo",7.58972454071045,3.519,1511.63653474992
"141","Mauritania","MRT","Africa","Sub-Saharan Africa",68.86844,31.38474,4160.015,38.62039,5.46478,4.4839,2.61,4,5.3691,66.9599990844727,"Nouakchott",7.73077392578125,10.446,6258.71091329181
"142","Montserrat","MSR","Americas","Latin America & Caribbean",NA,5.67146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Martinique","MTQ","Americas","Latin America & Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Mauritius","MUS","Africa","Sub-Saharan Africa",73.41967,13.40653,1264.613,10.47694,3.56413,5.82382,14.36,37.07711,41.3946,92.1500015258789,"Port Louis",12.4344024658203,5.571,26590.4238819278
"145","Malawi","MWI","Africa","Sub-Saharan Africa",62.48653,30.09274,17881.167,20.18388,0.93754,6.50024,0.54,13,4.3506,68.0800018310547,"Lilongwe",9.57214260101318,5.033,1648.43651796379
"146","Malaysia","MYS","Asia","East Asia & Pacific",72.8101,6.708,31975.806,25.31689,4.18806,3.90592,23.41,20.093,65.8,96,"Kuala Lumpur",12.4660329818726,3.869,32812.2997525336
"147","Namibia","NAM","Africa","Sub-Saharan Africa",60.35995,28.62045,2364.534,14.03565,18.0279,9.29636,5.53,27,12.9414,92.25,"Windhoek",9.38443183898926,19.365,10105.5147732431
"148","Namibia","NAM","Africa","Sub-Saharan Africa",60.35995,28.62045,2364.534,14.03565,18.0279,9.29636,5.53,27,12.9414,92.25,"Windhoek",11.7409467697144,19.365,10105.5147732431
"149","New Caledonia","NCL","Oceania","East Asia & Pacific",NA,NA,270.81,NA,NA,NA,NA,NA,NA,97.3000030517578,"Noum'ea",NA,10.939,NA
"150","Niger","NER","Africa","Sub-Saharan Africa",59.97071,60.27821,21737.922,50.74781,9.62501,4.3526,0.38,2.68928,1.4077,38.0999984741211,"Niamey",5.4982500076294,0.425,1703.39693250647
"151","Nigeria","NGA","Africa","Sub-Saharan Africa",63.3975,68.53991,193495.907,56.47635,9.15958,4.2709,3.8,5,32.8763,63.1555404663086,"Abuja",10.1899995803833,3.074,5593.05661448231
"152","Nicaragua","NIC","Americas","Latin America & Caribbean",75.02796,13.08363,6480.532,16.73035,9.44943,8.95365,6.82,8.96426,13.5,82.6145477294922,"Managua",10.758749961853,4.716,7486.94276222499
"153","Niue","NIU","Oceania","East Asia & Pacific",NA,20.98189,NA,6.74203,NA,18.28817,16.67,NA,82.22453,NA,NA,NA,NA,NA
"154","Netherlands","NLD","Europe","Europe & Central Asia",81.12479,3.37244,17131.296,11.15404,0.62763,10.10068,38.76,29.12434,93,NA,NA,13.8787689208984,3.537,70610.1704537706
"155","Norway","NOR","Europe","Europe & Central Asia",82.882,1.76357,5276.968,7.19268,0.49214,7.94803,49.75,33.98057,95,NA,NA,13.6708278656006,3.572,90160.1575016309
"156","Nepal","NPL","Asia","South Asia",70.04937,22.95981,28183.426,37.14009,2.45976,6.65589,10.11,3.87548,11.1493,71.1500015258789,"Kathmandu",12.2549734115601,10.628,4859.80010436735
"157","Nauru","NRU","Oceania","East Asia & Pacific",NA,22.29877,11.682,7.40486,NA,18.17031,12.73,48.82574,NA,NA,NA,NA,NA,12462.8412884717
"158","New Zealand","NZL","Oceania","East Asia & Pacific",82.20149,3.86077,4813.6,8.60929,1.62421,10.02858,36.11,26.58036,89.5109,NA,NA,13.696813583374,3.729,48580.1962741612
"159","Oman","OMN","Asia","Middle East & North Africa",72.47677,9.03198,4541.854,35.7593,0.81832,2.91622,19.92,11.58164,60,97,"Muscat",12.7578458786011,3.176,38311.4183413339
"160","Pakistan","PAK","Asia","South Asia",65.99092,51.01063,216379.655,48.52199,8.51433,2.90434,11.6,5.14306,9.9637,58,"Islamabad",9.37386798858643,5.408,5439.18762006677
"161","Panama","PAN","Americas","Latin America & Caribbean",77.2387,11.41578,4096.063,11.77915,31.02214,8.46561,16.25,19.23902,45.1999,96,"Panama City",10.7480020523071,6.544,35863.880148831
"162","Peru","PER","Americas","Latin America & Caribbean",71.66727,11.70095,31605.486,29.06587,3.40385,6.09309,16.88,16.04011,38.2,94,"Lima",12.9995756149292,4.899,15294.2567811201
"163","Philippines","PHL","Asia","East Asia & Pacific",66.40834,21.79922,106738.501,25.38986,2.93345,5.15676,7.92,9.62827,36.2351,98,"Manila",12.9483213424683,2.222,9901.05652395692
"164","Palau","PLW","Oceania","East Asia & Pacific",NA,22.10099,17.837,7.91813,NA,14.28556,18.08,43.15111,NA,97,"Koror",11.7282238006592,NA,15796.5402743459
"165","Papua New Guinea","PNG","Oceania","East Asia & Pacific",65.48787,33.40866,9114.796,9.66694,5.1178,2.61825,0.61,1.73435,2.30196,70.0636825561523,"Port Moresby",10.3196477890015,2.661,4174.44164016586
"166","Poland","POL","Europe","Europe & Central Asia",75.40211,3.79324,37974.826,17.35763,0.77591,6.39626,40.31,61.05308,65,99.8000030517578,"Warsaw",13.4107799530029,2.743,43585.1194236272
"167","Puerto Rico","PRI","Americas","Latin America & Caribbean",79.90295,NA,3325.286,NA,NA,NA,NA,NA,NA,92.4000015258789,"San Juan",NA,5.725,42994.7856404917
"168","North Korea","PRK","Asia","East Asia & Pacific",72.64315,13.56696,25516.321,41.46032,4.2163,NA,36.28,132,NA,99.9981918334961,"Pyongyang",NA,2.831,NA
"169","Portugal","PRT","Europe","Europe & Central Asia",81.17961,2.58081,10300.3,7.97683,0.56688,10.46883,58.51,35.27998,64,96.7799987792969,"Lisbon",13.9008378982544,6.509,41498.3669564203
"170","Paraguay","PRY","Americas","Latin America & Caribbean",70.27081,14.9831,6355.404,12.30993,1.8737,7.73804,38.93,10.05636,27.0758,95,"Asuncion",11.309476852417,5.794,15783.1150120746
"171","Palestinian Territories","PSE","Asia","Middle East & North Africa",73.49178,12.33799,4454.805,28.49674,NA,9.73336,21.677,NA,NA,98,"",12.1982545852661,24.42,5313.09790291178
"172","French Polynesia","PYF","Oceania","East Asia & Pacific",NA,NA,295.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.749,NA
"173","Qatar","QAT","Asia","Middle East & North Africa",76.71014,4.48478,2711.755,53.15909,0.57182,2.18112,30.22,11.16401,88.10437,98,"Doha",12.8343200683594,0.13,116159.142559471
"174","Romania","ROU","Europe","Europe & Central Asia",72.76431,5.52161,19588.715,12.22546,1.31836,5.74901,36.25,70.5641,50,99,"Bucharest",11.8299312591553,5.589,40267.3065891116
"175","Russia","RUS","Europe","Europe & Central Asia",70.01734,3.82505,144496.739,8.88468,7.84945,6.91986,51.11,70.26117,53.2748,100,"Moscow",13.6897916793823,3.076,39753.45703125
"176","Rwanda","RWA","Africa","Sub-Saharan Africa",67.54214,28.75356,12230.339,35.65776,4.33973,7.87921,0.9,7.38988,8.02385,79,"Kigali",6.85204315185547,12.352,3060.02893126731
"177","Saudi Arabia","SAU","Asia","Middle East & North Africa",76.42921,5.49851,34193.122,57.15638,1.88424,4.62462,34.06,21.48071,54,98,"Riyadh",12.3571290969849,4.008,55055.3996823571
"178","Sudan","SDN","Africa","Sub-Saharan Africa",67.58515,37.02785,40679.828,23.46382,8.61794,4.61874,2.5,6.6,21,60.6971817016602,"Khartoum",7.0815601348877,7.53,2469.19458007813
"179","Senegal","SEN","Africa","Sub-Saharan Africa",67.79198,28.22771,15157.793,35.52715,3.31781,4.06358,1.09,7.27527,19.2036,57.6699981689453,"Dakar",7.33160591125488,2.8,4317.2263915953
"180","Singapore","SGP","Asia","East Asia & Pacific",83.85709,1.79031,5612.253,9.98031,0.22387,4.89703,28.34,26.4818,74.1818,98,"Singapore",13.9209003448486,3.444,127543.55475211
"181","Solomon Islands","SLB","Oceania","East Asia & Pacific",64.79246,15.67661,643.634,7.63907,1.96201,4.82369,2.38,NA,6.9974,77,"Honiara",8.33605194091797,1.455,2534.02756338361
"182","Sierra Leone","SLE","Africa","Sub-Saharan Africa",61.02286,75.97107,7677.565,39.4217,7.90551,7.94752,1.34,4,1.3,48.6399993896484,"Freetown",9.60564613342285,3.153,3034.21894320278
"183","El Salvador","SLV","Americas","Latin America & Caribbean",71.66704,10.21425,6266.654,22.75701,53.78262,9.8408,16.16,11.63257,25.5,90,"San Salvador",10.9498882293701,2.992,11404.3342262685
"184","San Marino","SMR","Europe","Europe & Central Asia",NA,1.31716,34.056,9.84868,NA,7.4065,46.29,33.84297,50.8826,100,"San Marino",NA,NA,70887.573899815
"185","Somalia","SOM","Africa","Sub-Saharan Africa",53.95144,67.95298,14864.221,14.91706,5.36341,2.62183,0.48,8.7,1.3767,54,"Mogadishu",NA,18.941,1402.46992062464
"186","St. Pierre & Miquelon","SPM","Americas","North America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Serbia","SRB","Europe","Europe & Central Asia",72.80892,4.37204,7020.858,20.87459,1.22615,9.65743,30.99,53.46151,48.1,99,"Belgrade",13.3245878219604,8.268,25718.4299758377
"188","South Sudan","SSD","Africa","Sub-Saharan Africa",58.57354,63.8027,10658.226,21.35806,22.25315,6.76126,0.41,NA,NA,34.5227584838867,"Juba",4.67714595794678,12.477,NA
"189","São Tomé & Príncipe","STP","Africa","Sub-Saharan Africa",71.17811,11.34745,208.036,31.72888,5.63733,7.4642,4.64,28.93769,21.5724,93.75,"Sao Tome",NA,9.071,5541.3016760535
"190","Suriname","SUR","Americas","Latin America & Caribbean",69.78412,14.83863,587.559,13.21158,5.79721,5.91761,13.55,28.92606,34.6812,95,"Paramaribo",NA,7.631,19043.7052869285
"191","Slovakia","SVK","Europe","Europe & Central Asia",74.50941,4.8873,5439.232,16.26568,0.6449,7.73064,36.97,56.84042,80,NA,NA,12.6194791793823,5.84,39171.7826208886
"192","Slovenia","SVN","Europe","Europe & Central Asia",80.41496,1.87079,2066.388,14.60053,1.01824,9.60508,33.67,42.47179,70,99.5999984741211,"Ljubljana",13.6457633972168,3.652,47825.2300822798
"193","Sweden","SWE","Europe","Europe & Central Asia",82.66491,2.02644,10057.698,6.03375,0.58299,10.49857,44.08,20.46201,94,NA,NA,13.9364252090454,7.611,62665.2172577283
"194","Eswatini","SWZ","Africa","Sub-Saharan Africa",54.59267,39.68219,1151.39,15.94304,29.84147,7.22266,5.57,20.39668,20.78178,90.7470169067383,"Mbabane",6.42372179031372,35.086,10132.1872615949
"195","Sint Maarten","SXM","Americas","Latin America & Caribbean",NA,NA,40.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44894.6934642898
"196","Seychelles","SYC","Africa","Sub-Saharan Africa",74.01197,12.4927,95.843,17.43533,21.84266,4.23752,65.98,31.93405,47.076,96.1999969482422,"Victoria",13.0843467712402,NA,29468.9512755913
"197","Syria","SYR","Asia","Middle East & North Africa",72.43803,17.8323,18983.373,24.06831,2.6023,4.15099,15.21,14.3,24.3001,94,"Damascus",NA,13.187,4454.85373271464
"198","Turks & Caicos Islands","TCA","Americas","Latin America & Caribbean",NA,4.06978,39.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22305.6592653747
"199","Chad","TCD","Africa","Sub-Saharan Africa",59.08581,64.12383,15085.884,54.0054,13.94676,4.5255,0.85,4.54929,2.1,27.2800006866455,"N'Djamena",5.31059169769287,1.074,1679.4615323912
"200","Togo","TGO","Africa","Sub-Saharan Africa",63.86461,42.08862,7852.795,39.41864,13.07178,6.04134,0.8,5.75148,4,67,"Lome",9.72840404510498,1.948,2767.51655834427
"201","Thailand","THA","Asia","East Asia & Pacific",75.29014,6.9584,70898.202,25.48299,7.40938,5.58015,5.41,23.40229,26.5,91.0998687744141,"Bangkok",12.7213582992554,0.733,21142.6643331162
"202","Tajikistan","TJK","Asia","Europe & Central Asia",71.81488,26.73469,8925.525,62.64717,1.82055,7.62917,18.7,43.171,14.51,99.6999969482422,"Dushanbe",10.8584127426147,11.546,4472.3241378777
"203","Tokelau","TKL","Oceania","East Asia & Pacific",NA,NA,NA,NA,NA,NA,16.667,NA,NA,NA,NA,NA,NA,NA
"204","Turkmenistan","TKM","Asia","Europe & Central Asia",69.12049,35.00984,5968.383,26.01524,2.84656,5.37104,19.3,40.25794,7.1958,99.4000015258789,"Ashgabat",NA,4.099,17866.4041809169
"205","Timor-Leste","TLS","Asia","East Asia & Pacific",67.99671,41.52312,1243.235,21.77346,7.4567,14.32455,7.52,59,0.9147,69.9000015258789,"Dili",10.5883512496948,1.521,4328.50782017194
"206","Tonga","TON","Oceania","East Asia & Pacific",72.72088,9.39153,105.415,7.52079,2.15403,8.13608,10.14,24.77103,34.8609,99.4000015258789,"Nuku'alofa",11.5625162124634,2.262,6901.73855566074
"207","Trinidad & Tobago","TTO","Americas","Latin America & Caribbean",71.70713,13.79476,1478.607,10.38714,7.89502,6.43106,41.57,16.10447,59.5162,97.9000015258789,"Port-of-Spain",12.4318504333496,4.21,31705.8333833611
"208","Tunisia","TUN","Africa","Middle East & North Africa",74.06843,9.85376,11811.443,27.38949,3.50197,6.9638,13.15,24.15488,41.4416,85.2149276733398,"Tunis",10.5675792694092,15.106,12552.9866903456
"209","Turkey","TUR","Asia","Europe & Central Asia",75.27239,8.25338,82089.826,23.25106,7.98626,3.70339,22.36,29.85449,45.13,97,"Ankara",12.06618309021,9.388,34251.5790048407
"210","Tuvalu","TUV","Oceania","East Asia & Pacific",NA,17.40048,10.828,6.80654,NA,18.3821,13.46,41.57356,35,NA,NA,10.8185768127441,NA,5812.39328977512
"211","Tanzania","TZA","Africa","Sub-Saharan Africa",66.81015,30.04796,56267.032,15.92861,12.30398,3.11196,1.34,6.34038,13.0803,82.0199966430664,"Dodoma",7.21548700332642,2.582,3620.79345703125
"212","Uganda","UGA","Africa","Sub-Saharan Africa",65.98578,30.15238,40127.085,29.45326,13.9485,4.39089,1.91,5,14.6896,80.5899963378906,"Kampala",6.82325077056885,2.787,2791.05576885861
"213","Ukraine","UKR","Europe","Europe & Central Asia",70.90675,6.98995,44831.135,13.50727,9.61095,8.20275,35.31,62.62858,33.7,100,"Kiev",12.9065580368042,9.834,15885.2255859375
"214","Uruguay","URY","Americas","Latin America & Caribbean",74.98295,5.58263,3422.2,8.45715,14.65478,8.94532,46.74,24.7617,55.1146,99,"Montevideo",12.2105159759522,8.355,31019.3113912098
"215","United States","USA","Americas","North America",76.37368,5.35275,325122.128,7.17987,9.39454,16.49614,36.81,27.40149,81.0252,NA,NA,12.8917512893677,3.638,74577.5065396723
"216","Uzbekistan","UZB","Asia","Europe & Central Asia",72.18878,11.90914,32388.6,44.54765,0.69945,7.36325,28.047,48.56014,36.5213,100,"Tashkent",12.0410289764404,4.46,10007.6855026198
"217","St. Vincent & Grenadines","VCT","Americas","Latin America & Caribbean",72.55709,10.08919,105.549,8.87863,46.31112,4.68768,9.38,41.98137,47.52,96.9000015258789,"Kingstown",12.3129692077637,18.574,18335.2120818044
"218","Venezuela","VEN","Americas","Latin America & Caribbean",71.22083,21.18102,30563.433,16.21392,63.58551,4.55047,16.64,9.87524,44.0456,97.5999984741211,"Caracas",NA,5.485,NA
"219","British Virgin Islands","VGB","Americas","Latin America & Caribbean",NA,11.60818,30.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","U.S. Virgin Islands","VIR","Americas","Latin America & Caribbean",NA,NA,107.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.32,46479.2996685326
"221","Vietnam","VNM","Asia","East Asia & Pacific",73.79658,16.222,94033.048,20.93368,3.27907,4.58892,11.07,25.48008,39.49,96,NA,12.8594398498535,1.645,13491.879417397
"222","Vanuatu","VUT","Oceania","East Asia & Pacific",66.34837,15.58321,290.239,8.42148,3.34606,4.14743,1.64,16.79828,10.598,89.0999984741211,"Port-Vila",10.1101665496826,5.082,3118.39603259733
"223","Samoa","WSM","Oceania","East Asia & Pacific",70.27372,13.85208,207.63,8.07386,4.27277,6.30121,5.61,9.38365,12.92249,99.0999984741211,"Apia",12.2415075302124,4.977,6304.34613688419
"224","Yemen","YEM","Asia","Middle East & North Africa",65.76207,33.07885,30034.389,43.87117,14.22078,6.18667,0.98,5.83786,17.4465,54.0999984741211,"Sana'a",8.12793731689453,17.091,NA
"225","South Africa","ZAF","Africa","Sub-Saharan Africa",61.49919,27.70966,56641.209,17.04371,13.64325,8.77087,7.94,22.75585,41,90,"Pretoria",10.2173156738281,32.098,13690.3894584515
"226","Zambia","ZMB","Africa","Sub-Saharan Africa",60.96884,38.95777,17298.054,19.43367,9.78987,5.25592,3.24,20,13.4682,87.5,"Lusaka",8.78896331787109,5.905,3673.4841969922
"227","Zimbabwe","ZWE","Africa","Sub-Saharan Africa",58.48102,34.63539,14751.101,13.07553,5.25154,3.62881,1.36,19.96716,17.0908,89.8499984741211,"Harare",11.054536819458,8.759,3442.25132658294
