season,team,league,player,country,position,date_birth,minutes_playing,minutes_per_match_playing,goals,assist,goals_minus_pk,pk,pk_attemp,yellow_card,red_card
2005,Ajaccio,Ligue 1,Djamel Abdoun,ALG,MF,1986,30,0.3,0,0,0,0,0,0,0
2005,Ajaccio,Ligue 1,Gaspar Azevedo,POR,DF,1975,1224,13.6,0,0,0,0,0,5,0
2005,Ajaccio,Ligue 1,Yacine Bezzaz,ALG,MF,1981,140,1.6,0,0,0,0,0,1,0
2005,Ajaccio,Ligue 1,Nicolas Bonnal,FRA,MF,1976,892,9.9,0,0,0,0,0,1,0
2005,Ajaccio,Ligue 1,Marcelinho Carioca,BRA,MF,1971,704,7.8,2,1,2,0,0,2,0
2005,Ajaccio,Ligue 1,Cyril Chapuis,FRA,FW,1979,1308,14.5,3,2,3,0,0,3,0
2005,Ajaccio,Ligue 1,Xavier Collin,FRA,DF,1974,2734,30.4,0,3,0,0,0,5,0
2005,Ajaccio,Ligue 1,Renaud Connen,FRA,MF,1980,896,10,0,0,0,0,0,2,0
2005,Ajaccio,Ligue 1,Yohan Demont,FRA,"DF,MF",1978,2658,29.5,2,6,2,0,0,4,0
2005,Ajaccio,Ligue 1,Christophe Destruhaut,FRA,DF,1973,74,0.8,0,0,0,0,0,0,0
2005,Ajaccio,Ligue 1,Nenad Džodić,SRB,"DF,MF",1977,2133,23.7,1,1,1,0,0,7,1
2005,Ajaccio,Ligue 1,Marcelo de Faria,BRA,"FW,MF",1979,1309,14.5,4,1,4,0,0,2,0
2005,Ajaccio,Ligue 1,Olivier Fauconnier,FRA,FW,1976,289,3.2,0,0,0,0,0,2,0
2005,Ajaccio,Ligue 1,Fabien Laurenti,FRA,DF,1983,2799,31.1,0,0,0,0,0,6,0
2005,Ajaccio,Ligue 1,Waldir Lucas Pereira,BRA,FW,1982,2113,23.5,11,0,11,0,0,2,0
2005,Ajaccio,Ligue 1,André Luiz Moreira,BRA,"DF,MF",1974,2241,24.9,6,3,4,2,3,5,0
2005,Ajaccio,Ligue 1,Laurent Merlin,FRA,"FW,MF",1984,272,3,1,0,1,0,0,1,0
2005,Ajaccio,Ligue 1,Abdelnasser Ouadah,ALG,"DF,MF",1975,2980,33.1,4,3,4,0,0,7,0
2005,Ajaccio,Ligue 1,Stéphane Porato,FRA,GK,1973,3150,35,0,0,0,0,0,0,0
2005,Ajaccio,Ligue 1,Martial Robin,FRA,"DF,MF",1977,2501,27.8,1,2,1,0,0,10,1
2005,Ajaccio,Ligue 1,Rodrigo,BRA,MF,1980,3212,35.7,0,1,0,0,0,9,1
2005,Ajaccio,Ligue 1,Mamadou Seck,SEN,DF,1979,2124,23.6,1,1,1,0,0,4,2
2005,Ajaccio,Ligue 1,David Terrier,FRA,DF,1973,1222,13.6,0,0,0,0,0,2,0
2005,Ajaccio,Ligue 1,Stéphane Trévisan,FRA,GK,1974,270,3,0,0,0,0,0,0,0
2005,Ajaccio,Ligue 1,Abderraouf Zarabi,ALG,DF,1979,21,0.2,0,NA,0,0,NA,0,0
2005,Albacete,La Liga,Mikel Aguirregomezkorta Larrea,ESP,FW,1974,1208,13.4,0,0,0,0,0,1,1
2005,Albacete,La Liga,Agus,ESP,"DF,FW",1985,630,7,0,0,0,0,0,1,0
2005,Albacete,La Liga,Carlos Alfaro Martínez,,MF,1983,90,1,0,0,0,0,NA,0,0
2005,Albacete,La Liga,Miquel Buades Crespí,ESP,DF,1980,2717,30.2,2,0,2,0,0,9,1
2005,Albacete,La Liga,Albert Cano López,ESP,MF,1983,118,1.3,0,0,0,0,NA,0,0
2005,Albacete,La Liga,Rubén Castro,ESP,"FW,MF",1981,1169,13,3,0,3,0,0,0,0
2005,Albacete,La Liga,Iván Díaz Ruiz,ESP,MF,1978,292,3.2,0,0,0,0,0,1,0
2005,Albacete,La Liga,Jordi Ferrón,ESP,DF,1978,11,0.1,0,NA,0,0,NA,1,0
2005,Albacete,La Liga,Francisco,ESP,FW,1978,1524,16.9,3,4,3,0,0,2,0
2005,Albacete,La Liga,Pablo García,ESP,DF,1985,75,0.8,0,NA,0,0,NA,0,0
2005,Albacete,La Liga,Pablo García,ESP,MF,1986,11,0.1,0,0,0,0,NA,0,0
2005,Albacete,La Liga,Gaspar,ESP,DF,1979,2022,22.5,1,0,1,0,0,12,2
2005,Albacete,La Liga,Ronny Gaspercic,BEL,GK,1969,1482,16.5,0,0,0,0,0,0,0
2005,Albacete,La Liga,Manuel Gato,ESP,FW,1984,54,0.6,0,NA,0,0,NA,0,0
2005,Albacete,La Liga,Mark González,CHI,"FW,MF",1984,1478,16.4,5,0,5,0,0,3,0
2005,Albacete,La Liga,Jaime,ESP,MF,1973,1602,17.8,0,1,0,0,0,4,1
2005,Albacete,La Liga,Abass Lawal,NGA,"FW,MF",1980,55,0.6,0,0,0,0,0,1,0
2005,Albacete,La Liga,Mingo,ESP,DF,1977,1241,13.8,0,0,0,0,0,5,0
2005,Albacete,La Liga,Elías Molina,ESP,MF,1982,53,0.6,0,0,0,0,NA,0,0
2005,Albacete,La Liga,Momo,ESP,MF,1982,1456,16.2,1,1,1,0,0,1,0
2005,Albacete,La Liga,Óscar Montiel,ESP,DF,1970,1561,17.3,0,1,0,0,0,6,0
2005,Albacete,La Liga,Martín Nicolás Camaño,,,1985,17,0.2,0,NA,0,0,NA,0,0
2005,Albacete,La Liga,Nicolás Olivera,URU,"FW,MF",1978,123,1.4,0,NA,0,0,NA,0,0
2005,Albacete,La Liga,Antonio Pacheco,URU,"FW,MF",1976,2934,32.6,12,5,10,2,3,7,1
2005,Albacete,La Liga,Paco Peña,ESP,DF,1978,2970,33,0,3,0,0,0,9,0
2005,Albacete,La Liga,Horacio Peralta,URU,"FW,MF",1982,644,7.2,0,0,0,0,0,5,1
2005,Albacete,La Liga,Ángel Pindado,ESP,GK,1976,90,1,0,0,0,0,0,0,0
2005,Albacete,La Liga,Pablo Redondo,ESP,MF,1982,2387,26.5,5,5,5,0,0,5,0
2005,Albacete,La Liga,Rubén,ESP,DF,1982,1907,21.2,0,0,0,0,0,5,0
2005,Albacete,La Liga,Álvaro Rubio,ESP,"DF,MF",1979,2068,23,0,1,0,0,0,6,0
2005,Albacete,La Liga,David Sánchez,ESP,MF,1982,768,8.5,0,1,0,0,0,3,1
2005,Albacete,La Liga,Santi,ESP,DF,1974,1007,11.2,0,0,0,0,0,6,1
2005,Albacete,La Liga,Ignacio Segura Carrión,ESP,,1986,5,0.1,0,NA,0,0,NA,0,0
2005,Albacete,La Liga,Gustavo Siviero,ARG,DF,1969,90,1,0,0,0,0,0,0,0
2005,Albacete,La Liga,Raúl Valbuena,ESP,GK,1975,1848,20.5,0,0,0,0,0,0,0
2005,Albacete,La Liga,Laurent Viaud,FRA,MF,1969,1801,20,1,0,1,0,0,9,1
2005,Arminia,Bundesliga,Isaac Boakye,GHA,FW,1981,474,5.3,2,0,1,1,1,1,0
2005,Arminia,Bundesliga,Daniel Bogusz,POL,DF,1974,427,4.7,0,0,0,0,0,1,0
2005,Arminia,Bundesliga,Márcio Borges,BRA,DF,1973,1517,16.9,0,1,0,0,0,3,0
2005,Arminia,Bundesliga,Delron Buckley,RSA,"FW,MF",1977,2570,28.6,15,2,15,0,0,1,0
2005,Arminia,Bundesliga,Ferhat Çerçi,GER,"FW,MF",1981,10,0.1,0,0,0,0,0,0,0
2005,Arminia,Bundesliga,Detlev Dammeier,GER,MF,1968,2500,27.8,0,2,0,0,1,2,0
2005,Arminia,Bundesliga,Klodian Duro,ALB,MF,1977,530,5.9,0,2,0,0,0,1,0
2005,Arminia,Bundesliga,Michael Fink,GER,MF,1982,288,3.2,0,0,0,0,0,0,0
2005,Arminia,Bundesliga,Petr Gabriel,CZE,DF,1973,2779,30.9,0,1,0,0,0,3,0
2005,Arminia,Bundesliga,Henning Grieneisen,GER,MF,1984,1,0,0,0,0,0,0,0,0
2005,Arminia,Bundesliga,Mathias Hain,GER,GK,1972,3060,34,0,0,0,0,0,4,0
2005,Arminia,Bundesliga,Finn Holsing,GER,"DF,MF",1983,153,1.7,0,0,0,0,0,0,0
2005,Arminia,Bundesliga,Rüdiger Kauf,GER,MF,1975,2790,31,1,1,1,0,0,7,0
2005,Arminia,Bundesliga,Marco Küntzel,GER,"FW,MF",1976,614,6.8,2,1,2,0,0,0,0
2005,Arminia,Bundesliga,Matthias Langkamp,GER,DF,1984,1882,20.9,0,0,0,0,0,3,0
2005,Arminia,Bundesliga,Benjamin Lense,GER,DF,1978,1920,21.3,0,0,0,0,0,4,0
2005,Arminia,Bundesliga,Diego León,ESP,MF,1984,233,2.6,0,0,0,0,0,0,0
2005,Arminia,Bundesliga,Marijo Marić,CRO,FW,1977,82,0.9,0,0,0,0,0,0,0
2005,Arminia,Bundesliga,Patrick Owomoyela,GER,"DF,MF",1979,2683,29.8,5,3,5,0,0,2,0
2005,Arminia,Bundesliga,Roberto Pinto,POR,MF,1978,497,5.5,1,0,1,0,0,0,0
2005,Arminia,Bundesliga,Massimilian Porcello,GER,MF,1980,936,10.4,5,4,5,0,0,1,0
2005,Arminia,Bundesliga,Claudiu Răducanu,ROU,FW,1976,110,1.2,0,0,0,0,0,0,0
2005,Arminia,Bundesliga,Bernd Rauw,BEL,DF,1980,311,3.5,0,0,0,0,0,0,0
2005,Arminia,Bundesliga,Markus Schuler,GER,DF,1977,2328,25.9,0,2,0,0,0,3,0
2005,Arminia,Bundesliga,Ervin Skela,ALB,"FW,MF",1976,2460,27.3,0,6,0,0,1,3,0
2005,Arminia,Bundesliga,Vančo Trajanov,MKD,MF,1978,19,0.2,0,0,0,0,0,0,0
2005,Arminia,Bundesliga,Fatmir Vata,ALB,MF,1971,2286,25.4,5,3,5,0,0,7,0
2005,Arminia,Bundesliga,Tomasz Wisio,POL,DF,1982,45,0.5,0,NA,0,0,NA,0,0
2005,Arminia,Bundesliga,Radomir Đalović,MNE,FW,1982,249,2.8,1,0,1,0,0,0,0
2005,Arsenal,Premier League,Jérémie Aliadière,FRA,"FW,MF",1983,37,0.4,0,0,0,0,0,0,0
2005,Arsenal,Premier League,Manuel Almunia,ESP,GK,1977,900,10,0,0,0,0,0,0,0
2005,Arsenal,Premier League,José Antonio Reyes,ESP,MF,1983,2025,22.5,9,10,9,0,0,3,0
2005,Arsenal,Premier League,Dennis Bergkamp,NED,FW,1969,1921,21.3,8,12,8,0,0,1,0
2005,Arsenal,Premier League,Sol Campbell,ENG,"DF,FW",1974,1421,15.8,1,0,1,0,0,1,0
2005,Arsenal,Premier League,Gaël Clichy,FRA,DF,1985,774,8.6,0,1,0,0,0,2,0
2005,Arsenal,Premier League,Ashley Cole,ENG,DF,1980,3150,35,2,1,2,0,0,7,0
2005,Arsenal,Premier League,Pascal Cygan,FRA,DF,1974,1284,14.3,0,0,0,0,0,2,0
2005,Arsenal,Premier League,Emmanuel Eboué,CIV,"DF,MF",1983,15,0.2,0,0,0,0,0,0,0
2005,Arsenal,Premier League,Cesc Fàbregas,ESP,"FW,MF",1987,2117,23.5,2,5,2,0,0,4,0
2005,Arsenal,Premier League,Mathieu Flamini,FRA,MF,1984,951,10.6,1,1,1,0,0,1,0
2005,Arsenal,Premier League,Edu Gaspar,BRA,MF,1978,590,6.6,2,1,1,1,1,1,0
2005,Arsenal,Premier League,Thierry Henry,FRA,FW,1977,2826,31.4,25,14,25,0,1,2,0
2005,Arsenal,Premier League,Justin Hoyte,TRI,DF,1984,371,4.1,0,0,0,0,0,0,0
2005,Arsenal,Premier League,Lauren,CMR,DF,1977,2939,32.7,1,4,0,1,1,4,0
2005,Arsenal,Premier League,Jens Lehmann,GER,GK,1969,2520,28,0,0,0,0,0,0,0
2005,Arsenal,Premier League,Freddie Ljungberg,SWE,"FW,MF",1977,2004,22.3,10,8,10,0,0,2,0
2005,Arsenal,Premier League,Quincy Owusu-Abeyie,GHA,"FW,MF",1986,74,0.8,0,0,0,0,0,0,0
2005,Arsenal,Premier League,Jermaine Pennant,ENG,MF,1983,210,2.3,0,0,0,0,0,0,0
2005,Arsenal,Premier League,Robin van Persie,NED,FW,1983,996,11.1,5,0,5,0,0,4,1
2005,Arsenal,Premier League,Robert Pirès,FRA,"FW,MF",1973,2317,25.7,14,4,13,1,1,2,0
2005,Arsenal,Premier League,Philippe Senderos,SUI,DF,1985,1088,12.1,0,0,0,0,0,1,0
2005,Arsenal,Premier League,Gilberto Silva,BRA,"DF,MF",1976,1126,12.5,0,1,0,0,0,0,0
2005,Arsenal,Premier League,Kolo Touré,CIV,DF,1981,3135,34.8,0,0,0,0,0,1,0
2005,Arsenal,Premier League,Patrick Vieira,FRA,MF,1976,2796,31.1,6,6,6,0,0,9,0
2005,Aston Villa,Premier League,Gareth Barry,ENG,MF,1981,2837,31.5,7,1,4,3,3,2,0
2005,Aston Villa,Premier League,Mathieu Berson,FRA,MF,1980,630,7,0,0,0,0,0,2,0
2005,Aston Villa,Premier League,Carlton Cole,ENG,FW,1983,1511,16.8,3,4,3,0,0,1,0
2005,Aston Villa,Premier League,Steven Davis,NIR,MF,1985,1892,21,1,0,1,0,0,2,0
2005,Aston Villa,Premier League,Mark Delaney,WAL,DF,1976,2544,28.3,0,1,0,0,0,3,0
2005,Aston Villa,Premier League,Eric Djemba-Djemba,CMR,MF,1981,357,4,0,0,0,0,0,2,0
2005,Aston Villa,Premier League,Lee Hendrie,ENG,MF,1977,2062,22.9,5,2,5,0,0,9,1
2005,Aston Villa,Premier League,Thomas Hitzlsperger,GER,MF,1982,1582,17.6,2,2,2,0,0,1,0
2005,Aston Villa,Premier League,Ulises de la Cruz,ECU,DF,1974,2815,31.3,0,5,0,0,0,2,0
2005,Aston Villa,Premier League,Martin Laursen,DEN,DF,1977,1035,11.5,1,0,1,0,0,3,0
2005,Aston Villa,Premier League,Gavin McCann,ENG,MF,1978,1765,19.6,1,1,1,0,0,3,0
2005,Aston Villa,Premier League,Olof Mellberg,SWE,"DF,MF",1977,2655,29.5,3,1,3,0,0,6,0
2005,Aston Villa,Premier League,Luke Moore,ENG,FW,1986,849,9.4,1,0,1,0,0,1,0
2005,Aston Villa,Premier League,Stefan Moore,ENG,FW,1983,4,0,0,0,0,0,NA,0,0
2005,Aston Villa,Premier League,Juan Pablo Ángel,COL,FW,1975,2718,30.2,7,5,7,0,3,2,0
2005,Aston Villa,Premier League,Stefan Postma,NED,GK,1976,225,2.5,0,0,0,0,0,0,0
2005,Aston Villa,Premier League,Liam Ridgewell,ENG,DF,1984,1129,12.5,1,0,1,0,0,3,1
2005,Aston Villa,Premier League,Jlloyd Samuel,TRI,"DF,MF",1981,3009,33.4,0,0,0,0,0,6,0
2005,Aston Villa,Premier League,Nolberto Solano,PER,MF,1974,2788,31,8,5,8,0,0,6,0
2005,Aston Villa,Premier League,Thomas Sørensen,DEN,GK,1976,3195,35.5,0,0,0,0,0,1,0
2005,Aston Villa,Premier League,Darius Vassell,ENG,"FW,MF",1980,1398,15.5,2,1,2,0,0,0,0
2005,Aston Villa,Premier League,Peter Whittingham,ENG,MF,1984,568,6.3,1,0,1,0,0,1,0
2005,Atalanta,Serie A,Adriano,BRA,DF,1982,665,7.4,2,0,2,0,0,2,0
2005,Atalanta,Serie A,Demetrio Albertini,ITA,"FW,MF",1971,1159,12.9,1,1,1,0,0,4,0
2005,Atalanta,Serie A,Gianpaolo Bellini,ITA,DF,1980,2554,28.4,0,2,0,0,0,7,0
2005,Atalanta,Serie A,Antonino Bernardini,ITA,MF,1974,1923,21.4,1,4,1,0,1,2,0
2005,Atalanta,Serie A,Igor Budan,CRO,FW,1980,1771,19.7,5,1,5,0,0,2,0
2005,Atalanta,Serie A,Alex Calderoni,ITA,GK,1976,1484,16.5,0,0,0,0,0,0,0
2005,Atalanta,Serie A,Daniele Capelli,ITA,DF,1986,721,8,0,NA,0,0,NA,3,0
2005,Atalanta,Serie A,Lampros Choutos,GRE,"FW,MF",1979,14,0.2,0,NA,0,0,NA,0,0
2005,Atalanta,Serie A,Gianni Comandini,ITA,FW,1977,6,0.1,0,0,0,0,0,0,0
2005,Atalanta,Serie A,Marino Defendi,ITA,"DF,MF",1985,1,0,0,NA,0,0,NA,0,0
2005,Atalanta,Serie A,Carmine Gautieri,ITA,"FW,MF",1970,516,5.7,2,0,2,0,0,1,0
2005,Atalanta,Serie A,Natale Gonnella,ITA,DF,1976,810,9,0,1,0,0,0,1,0
2005,Atalanta,Serie A,Duccio Innocenti,ITA,DF,1975,423,4.7,0,0,0,0,0,2,0
2005,Atalanta,Serie A,Andrea Lazzari,ITA,MF,1984,1849,20.5,1,2,1,0,0,1,1
2005,Atalanta,Serie A,Stefano Lorenzi,ITA,DF,1977,3,0,0,NA,0,0,NA,0,0
2005,Atalanta,Serie A,Stephen Makinwa,NGA,FW,1983,1428,15.9,6,3,6,0,0,4,0
2005,Atalanta,Serie A,Michele Marcolini,ITA,MF,1975,2795,31.1,4,2,2,2,2,6,1
2005,Atalanta,Serie A,Giulio Migliaccio,ITA,"DF,MF",1981,800,8.9,0,0,0,0,0,3,0
2005,Atalanta,Serie A,Nicola Mingazzini,ITA,MF,1980,1675,18.6,0,2,0,0,0,6,0
2005,Atalanta,Serie A,Riccardo Montolivo,ITA,MF,1985,2187,24.3,3,0,3,0,0,6,1
2005,Atalanta,Serie A,Marco Motta,ITA,DF,1986,1571,17.5,0,1,0,0,0,3,0
2005,Atalanta,Serie A,Cesare Natali,ITA,DF,1979,3011,33.5,1,2,1,0,0,4,0
2005,Atalanta,Serie A,Biagio Pagano,ITA,MF,1983,114,1.3,0,0,0,0,0,1,0
2005,Atalanta,Serie A,Giampaolo Pazzini,ITA,FW,1984,614,6.8,3,NA,3,0,0,1,1
2005,Atalanta,Serie A,Piá,BRA,"FW,MF",1982,421,4.7,0,1,0,0,0,1,0
2005,Atalanta,Serie A,Claudio Rivalta,ITA,DF,1978,2790,31,0,0,0,0,0,6,1
2005,Atalanta,Serie A,Luigi Sala,ITA,DF,1974,2482,27.6,3,0,3,0,0,5,0
2005,Atalanta,Serie A,Luca Saudati,ITA,"FW,MF",1978,151,1.7,0,0,0,0,0,0,0
2005,Atalanta,Serie A,Davide Sinigaglia,ITA,FW,1981,383,4.3,1,0,1,0,0,0,0
2005,Atalanta,Serie A,Massimo Taibi,ITA,GK,1970,1936,21.5,0,0,0,0,0,0,0
2005,Atalanta,Serie A,Damiano Zenoni,ITA,"DF,MF",1977,1300,14.4,0,0,0,0,0,2,0
2005,Athletic Club,La Liga,Igor Angulo,ESP,"FW,MF",1984,142,1.6,0,0,0,0,0,0,0
2005,Athletic Club,La Liga,Daniel Aranzubia,ESP,GK,1979,3302,36.7,0,0,0,0,0,3,1
2005,Athletic Club,La Liga,Joseba Arriaga,ESP,FW,1982,644,7.2,0,1,0,0,0,0,0
2005,Athletic Club,La Liga,Gorka Azkorra,ESP,FW,1983,144,1.6,0,0,0,0,0,0,0
2005,Athletic Club,La Liga,Endika Bordas,ESP,MF,1982,106,1.2,0,0,0,0,0,0,0
2005,Athletic Club,La Liga,César Caneda,ESP,DF,1978,323,3.6,0,0,0,0,0,1,0
2005,Athletic Club,La Liga,Javier Casas,ESP,DF,1982,1124,12.5,0,0,0,0,0,4,0
2005,Athletic Club,La Liga,Asier del Horno,ESP,DF,1981,2147,23.9,3,4,3,0,0,10,0
2005,Athletic Club,La Liga,Joseba Etxeberria,ESP,"FW,MF",1977,2686,29.8,3,7,3,0,0,7,0
2005,Athletic Club,La Liga,Santiago Ezquerro,ESP,FW,1976,2611,29,11,2,11,0,0,1,0
2005,Athletic Club,La Liga,Jonan García,ESP,MF,1983,471,5.2,0,1,0,0,0,0,0
2005,Athletic Club,La Liga,Javi González,ESP,MF,1974,669,7.4,0,0,0,0,0,2,0
2005,Athletic Club,La Liga,Julen Guerrero,ESP,"FW,MF",1974,232,2.6,3,0,3,0,0,1,0
2005,Athletic Club,La Liga,Felipe Guréndez,ESP,MF,1975,148,1.6,0,0,0,0,0,0,0
2005,Athletic Club,La Liga,Carlos Gurpegui,ESP,"DF,MF",1980,3010,33.4,4,0,4,0,0,7,1
2005,Athletic Club,La Liga,Andoni Iraola,ESP,"DF,MF",1982,2747,30.5,4,6,3,1,2,4,0
2005,Athletic Club,La Liga,Aitor Karanka,ESP,DF,1973,466,5.2,0,0,0,0,0,3,0
2005,Athletic Club,La Liga,Fernando Llorente,ESP,FW,1985,818,9.1,3,0,3,0,0,1,0
2005,Athletic Club,La Liga,Jesús María Lacruz,ESP,DF,1978,1114,12.4,2,1,2,0,0,2,0
2005,Athletic Club,La Liga,Jon Moya,ESP,DF,1983,92,1,0,NA,0,0,NA,1,0
2005,Athletic Club,La Liga,Ander Murillo,ESP,DF,1983,2577,28.6,0,0,0,0,0,7,0
2005,Athletic Club,La Liga,Pablo Orbaiz,ESP,MF,1979,3113,34.6,3,1,2,1,1,14,0
2005,Athletic Club,La Liga,Roberto Pampin,,GK,1984,118,1.3,0,0,0,0,0,0,0
2005,Athletic Club,La Liga,Luis Prieto Zalbidegoitia,ESP,DF,1979,2498,27.8,0,1,0,0,0,9,1
2005,Athletic Club,La Liga,Aritz Solabarrieta,ESP,MF,1983,324,3.6,0,0,0,0,0,1,0
2005,Athletic Club,La Liga,Tiko,ESP,MF,1976,2017,22.4,3,2,3,0,0,7,0
2005,Athletic Club,La Liga,Ismael Urzaiz,ESP,FW,1971,1828,20.3,12,2,12,0,0,4,0
2005,Athletic Club,La Liga,Francisco Yeste,ESP,MF,1979,2077,23.1,8,10,7,1,1,10,1
2005,Atlético Madrid,La Liga,Carlos Aguilera,ESP,DF,1969,871,9.7,0,0,0,0,0,2,0
2005,Atlético Madrid,La Liga,Luis Amaranto Perea,COL,DF,1979,2768,30.8,1,0,1,0,0,10,1
2005,Atlético Madrid,La Liga,Salva Ballesta,ESP,FW,1975,1708,19,6,1,6,0,0,6,1
2005,Atlético Madrid,La Liga,Sergi Barjuán,ESP,DF,1971,2179,24.2,0,0,0,0,0,7,0
2005,Atlético Madrid,La Liga,Gonzalo Colsa,ESP,MF,1979,1909,21.2,4,0,4,0,0,6,0
2005,Atlético Madrid,La Liga,Iván Cuéllar,ESP,GK,1984,90,1,0,0,0,0,0,0,0
2005,Atlético Madrid,La Liga,Leo Franco,ARG,GK,1977,3330,37,0,0,0,0,0,1,0
2005,Atlético Madrid,La Liga,José García Calvo,ESP,DF,1975,1197,13.3,0,0,0,0,0,7,1
2005,Atlético Madrid,La Liga,Jesper Grønkjær,DEN,"FW,MF",1977,1363,15.1,0,2,0,0,0,6,0
2005,Atlético Madrid,La Liga,Ariel Ibagaza,ARG,MF,1976,2201,24.5,2,2,2,0,0,6,0
2005,Atlético Madrid,La Liga,Pablo Ibáñez,ESP,DF,1981,3150,35,3,1,3,0,0,11,0
2005,Atlético Madrid,La Liga,Jorge Larena,ESP,MF,1981,1402,15.6,1,1,1,0,0,1,0
2005,Atlético Madrid,La Liga,Antonio López,ESP,"DF,MF",1981,2707,30.1,3,8,3,0,0,6,1
2005,Atlético Madrid,La Liga,Peter Luccin,FRA,MF,1979,2254,25,1,2,1,0,0,10,0
2005,Atlético Madrid,La Liga,Raúl Medina Zamora,ESP,MF,1983,122,1.4,0,0,0,0,0,1,0
2005,Atlético Madrid,La Liga,Francisco Molinero,ESP,DF,1985,1067,11.9,0,2,0,0,0,4,0
2005,Atlético Madrid,La Liga,Kiki Musampa,NED,"FW,MF",1977,494,5.5,0,1,0,0,0,1,0
2005,Atlético Madrid,La Liga,Nano,ESP,"DF,FW",1982,467,5.2,1,0,1,0,0,2,0
2005,Atlético Madrid,La Liga,Braulio Nóbrega,ESP,FW,1985,202,2.2,0,0,0,0,0,0,0
2005,Atlético Madrid,La Liga,Álvaro Novo,ESP,MF,1978,233,2.6,0,0,0,0,0,0,0
2005,Atlético Madrid,La Liga,Richard Núñez,URU,"FW,MF",1976,335,3.7,2,0,2,0,0,0,0
2005,Atlético Madrid,La Liga,Veljko Paunović,ESP,"FW,MF",1977,416,4.6,0,0,0,0,0,1,1
2005,Atlético Madrid,La Liga,Diego Simeone,ARG,MF,1970,329,3.7,0,1,0,0,0,0,0
2005,Atlético Madrid,La Liga,Marcelo Sosa,URU,MF,1978,1633,18.1,0,0,0,0,0,11,1
2005,Atlético Madrid,La Liga,Fernando Torres,ESP,FW,1984,3392,37.7,16,3,12,4,5,3,0
2005,Atlético Madrid,La Liga,Juan Velasco Damas,ESP,DF,1977,1731,19.2,0,0,0,0,0,1,0
2005,Atlético Madrid,La Liga,José Zahínos,ESP,MF,1977,21,0.2,0,NA,0,0,NA,0,0
2005,Auxerre,Ligue 1,Kanga Akalé,CIV,"FW,MF",1981,2582,28.7,3,9,3,0,0,4,0
2005,Auxerre,Ligue 1,Benjani,ZIM,FW,1978,2175,24.2,11,1,11,0,0,2,0
2005,Auxerre,Ligue 1,René Bolf,CZE,DF,1974,2430,27,4,0,4,0,0,4,0
2005,Auxerre,Ligue 1,Benoît Cheyrou,FRA,MF,1981,2506,27.8,1,6,1,0,0,7,0
2005,Auxerre,Ligue 1,Fabien Cool,FRA,GK,1972,3375,37.5,0,0,0,0,0,0,0
2005,Auxerre,Ligue 1,Mamoutou Coulibaly,MLI,"DF,MF",1984,11,0.1,0,NA,0,0,NA,1,0
2005,Auxerre,Ligue 1,Abou Diaby,FRA,MF,1986,193,2.1,0,0,0,0,0,0,0
2005,Auxerre,Ligue 1,Damien Dufour,FRA,"FW,MF",1981,7,0.1,0,NA,0,0,NA,0,0
2005,Auxerre,Ligue 1,Arnaud Gonzalez,FRA,"FW,MF",1977,473,5.3,1,1,1,0,0,0,0
2005,Auxerre,Ligue 1,Stéphane Grichting,SUI,DF,1979,1928,21.4,1,1,1,0,0,4,0
2005,Auxerre,Ligue 1,Sébastien Hamel,FRA,GK,1975,45,0.5,0,0,0,0,0,0,0
2005,Auxerre,Ligue 1,Jean-Sébastien Jaurès,FRA,DF,1977,2061,22.9,2,0,1,1,1,3,0
2005,Auxerre,Ligue 1,Younès Kaboul,FRA,DF,1986,1180,13.1,1,1,1,0,0,0,0
2005,Auxerre,Ligue 1,Bonaventure Kalou,CIV,"FW,MF",1978,2526,28.1,9,2,9,0,0,5,0
2005,Auxerre,Ligue 1,Yann Lachuer,FRA,MF,1972,1924,21.4,1,3,1,0,0,1,0
2005,Auxerre,Ligue 1,Lionel Mathis,FRA,MF,1981,2218,24.6,3,3,3,0,0,5,0
2005,Auxerre,Ligue 1,Jean-Pascal Mignot,FRA,DF,1981,2091,23.2,2,1,2,0,0,5,0
2005,Auxerre,Ligue 1,Luigi Pieroni,BEL,FW,1980,1143,12.7,6,1,6,0,0,0,0
2005,Auxerre,Ligue 1,Johan Radet,FRA,DF,1976,1080,12,0,0,0,0,0,2,0
2005,Auxerre,Ligue 1,David Recorbet,FRA,DF,1976,459,5.1,0,0,0,0,0,2,0
2005,Auxerre,Ligue 1,Bacary Sagna,FRA,DF,1983,2330,25.9,0,0,0,0,0,1,0
2005,Auxerre,Ligue 1,Teemu Tainio,FIN,MF,1979,1578,17.5,2,2,2,0,0,1,0
2005,Auxerre,Ligue 1,David Vandenbossche,FRA,"FW,MF",1980,71,0.8,0,0,0,0,0,0,0
2005,Auxerre,Ligue 1,Philippe Violeau,FRA,MF,1970,3147,35,1,1,1,0,0,6,0
2005,Barcelona,La Liga,Damià Abella,ESP,"DF,MF",1982,458,5.1,0,0,0,0,0,3,0
2005,Barcelona,La Liga,Demetrio Albertini,ITA,"FW,MF",1971,259,2.9,0,0,0,0,0,1,0
2005,Barcelona,La Liga,Juliano Belletti,BRA,"DF,MF",1976,2536,28.2,0,4,0,0,0,10,0
2005,Barcelona,La Liga,Giovanni van Bronckhorst,NED,"DF,MF",1975,2388,26.5,4,1,4,0,0,8,0
