season,team,league,player,country,position,date_birth,minutes_playing,minutes_per_match_playing,goals,assist,goals_minus_pk,pk,pk_attemp,yellow_card,red_card
2006,Everton,Premier League,James Vaughan,ENG,FW,1988,14,0.2,0,0,0,0,NA,0,0
2006,Everton,Premier League,David Weir,SCO,DF,1970,2882,32,1,0,1,0,0,3,0
2006,Everton,Premier League,Sander Westerveld,NED,GK,1974,180,2,0,0,0,0,0,0,0
2006,Everton,Premier League,Richard Wright,ENG,GK,1977,1269,14.1,0,0,0,0,0,0,0
2006,Everton,Premier League,Joseph Yobo,NGA,DF,1980,2610,29,1,0,1,0,0,1,0
2006,Fiorentina,Serie A,Valeri Bojinov,BUL,FW,1986,1166,13,6,3,6,0,0,2,0
2006,Fiorentina,Serie A,Davide Brivio,ITA,DF,1988,1,0,0,NA,0,0,NA,0,0
2006,Fiorentina,Serie A,Cristian Brocchi,ITA,MF,1976,2920,32.4,3,2,3,0,0,7,0
2006,Fiorentina,Serie A,Dario Dainelli,ITA,DF,1979,2212,24.6,1,1,1,0,0,7,1
2006,Fiorentina,Serie A,Marco Di Loreto,ITA,DF,1974,1739,19.3,0,1,0,0,0,4,0
2006,Fiorentina,Serie A,Marco Donadel,ITA,MF,1983,2859,31.8,1,0,1,0,0,10,0
2006,Fiorentina,Serie A,Stefano Fiore,ITA,MF,1975,2936,32.6,6,6,6,0,0,3,0
2006,Fiorentina,Serie A,Sébastien Frey,FRA,GK,1980,1620,18,0,0,0,0,0,0,0
2006,Fiorentina,Serie A,Alessandro Gamberini,ITA,DF,1981,1613,17.9,0,0,0,0,0,3,0
2006,Fiorentina,Serie A,Luis Jiménez,CHI,"FW,MF",1984,1105,12.3,3,2,3,0,1,3,0
2006,Fiorentina,Serie A,Martin Jørgensen,DEN,MF,1975,2890,32.1,7,4,7,0,0,2,0
2006,Fiorentina,Serie A,Per Krøldrup,DEN,DF,1979,1130,12.6,0,0,0,0,0,0,0
2006,Fiorentina,Serie A,Bogdan Lobonț,ROU,GK,1978,1472,16.4,0,0,0,0,0,1,0
2006,Fiorentina,Serie A,Riccardo Montolivo,ITA,MF,1985,778,8.6,1,0,1,0,0,3,0
2006,Fiorentina,Serie A,Giuseppe Pancaro,ITA,DF,1971,1082,12,0,2,0,0,0,4,0
2006,Fiorentina,Serie A,Manuel Pasqual,ITA,"DF,MF",1982,2924,32.5,1,10,1,0,0,5,0
2006,Fiorentina,Serie A,Michele Pazienza,ITA,MF,1982,1109,12.3,0,0,0,0,0,5,0
2006,Fiorentina,Serie A,Giampaolo Pazzini,ITA,FW,1984,1116,12.4,5,4,5,0,0,0,0
2006,Fiorentina,Serie A,Luca Toni,ITA,FW,1977,3261,36.2,31,6,29,2,5,3,0
2006,Fiorentina,Serie A,Tomáš Ujfaluši,CZE,DF,1978,3240,36,1,3,1,0,0,4,0
2006,Fulham,Premier League,Luís Boa Morte,POR,"FW,MF",1977,3000,33.3,6,9,6,0,0,11,1
2006,Fulham,Premier League,Carlos Bocanegra,USA,DF,1979,1831,20.3,1,0,1,0,0,5,0
2006,Fulham,Premier League,Papa Bouba Diop,SEN,"DF,MF",1978,1814,20.2,2,0,2,0,0,6,0
2006,Fulham,Premier League,Wayne Bridge,ENG,DF,1980,1080,12,0,2,0,0,0,2,0
2006,Fulham,Premier League,Michael Brown,ENG,MF,1977,500,5.6,0,0,0,0,0,2,1
2006,Fulham,Premier League,Philippe Christanval,FRA,DF,1978,806,9,0,0,0,0,0,4,0
2006,Fulham,Premier League,Mark Crossley,WAL,GK,1969,1124,12.5,0,1,0,0,0,0,0
2006,Fulham,Premier League,Simon Elliott,NZL,MF,1974,1001,11.1,0,3,0,0,0,1,0
2006,Fulham,Premier League,Ahmad Elrich,AUS,"FW,MF",1981,157,1.7,0,0,0,0,0,0,0
2006,Fulham,Premier League,Alain Goma,FRA,DF,1972,1170,13,0,0,0,0,0,0,0
2006,Fulham,Premier League,Heiðar Helguson,ISL,FW,1977,1385,15.4,8,2,5,3,3,5,0
2006,Fulham,Premier League,Claus Jensen,DEN,MF,1977,982,10.9,2,1,2,0,0,0,0
2006,Fulham,Premier League,Niclas Jensen,DEN,DF,1974,1287,14.3,0,1,0,0,0,1,0
2006,Fulham,Premier League,Collins John,NED,FW,1985,1629,18.1,11,2,10,1,1,3,0
2006,Fulham,Premier League,Zat Knight,ENG,DF,1980,2535,28.2,0,0,0,0,0,2,0
2006,Fulham,Premier League,Dean Leacock,ENG,"DF,MF",1984,417,4.6,0,0,0,0,0,1,0
2006,Fulham,Premier League,Sylvain Legwinski,FRA,MF,1973,893,9.9,0,1,0,0,0,4,0
2006,Fulham,Premier League,Steed Malbranque,FRA,MF,1980,2900,32.2,6,4,6,0,0,4,0
2006,Fulham,Premier League,Brian McBride,USA,FW,1972,2907,32.3,9,3,9,0,0,3,0
2006,Fulham,Premier League,Antti Niemi,FIN,GK,1972,810,9,0,0,0,0,0,0,0
2006,Fulham,Premier League,Ian Pearce,ENG,DF,1974,823,9.1,0,0,0,0,0,1,0
2006,Fulham,Premier League,Mark Pembridge,WAL,MF,1970,432,4.8,0,0,0,0,0,0,0
2006,Fulham,Premier League,Tomasz Radzinski,CAN,FW,1973,2285,25.4,2,4,2,0,0,3,0
2006,Fulham,Premier League,Zesh Rehman,PAK,DF,1983,270,3,0,0,0,0,NA,1,0
2006,Fulham,Premier League,Liam Rosenior,ENG,DF,1984,1987,22.1,0,1,0,0,0,5,0
2006,Fulham,Premier League,Moritz Volz,GER,DF,1983,2050,22.8,0,1,0,0,0,2,0
2006,Fulham,Premier League,Tony Warner,TRI,GK,1974,1486,16.5,0,0,0,0,0,0,0
2006,Getafe,La Liga,Alberto Aguilar,ESP,"DF,MF",1984,968,10.8,0,0,0,0,0,1,0
2006,Getafe,La Liga,David Belenguer,ESP,DF,1972,2512,27.9,1,1,1,0,0,7,1
2006,Getafe,La Liga,Juan Calatayud,ESP,GK,1979,1170,13,0,0,0,0,0,2,0
2006,Getafe,La Liga,Fabio Celestini,SUI,MF,1975,1485,16.5,0,1,0,0,0,5,0
2006,Getafe,La Liga,Cosmin Contra,ROU,"DF,MF",1975,2109,23.4,0,1,0,0,0,9,0
2006,Getafe,La Liga,Mario Cotelo,ESP,MF,1975,2110,23.4,0,1,0,0,0,3,2
2006,Getafe,La Liga,Gheorghe Craioveanu,ROU,FW,1968,249,2.8,0,0,0,0,0,0,0
2006,Getafe,La Liga,David Cubillo,ESP,MF,1978,508,5.6,0,0,0,0,0,1,0
2006,Getafe,La Liga,Luis García,ESP,GK,1979,2250,25,0,0,0,0,0,2,0
2006,Getafe,La Liga,Jaime Gavilán,ESP,MF,1985,2463,27.4,4,11,4,0,0,6,1
2006,Getafe,La Liga,Dani Güiza,ESP,FW,1980,2205,24.5,9,6,8,1,1,8,0
2006,Getafe,La Liga,Jajá,BRA,FW,1986,29,0.3,0,NA,0,0,NA,0,0
2006,Getafe,La Liga,Aníbal Matellán,ARG,DF,1977,1902,21.1,0,3,0,0,0,10,1
2006,Getafe,La Liga,Nano,ESP,"DF,FW",1982,267,3,2,0,2,0,0,3,0
2006,Getafe,La Liga,Sergio Pachón,ESP,FW,1977,438,4.9,2,1,2,0,0,2,0
2006,Getafe,La Liga,Javier Paredes,ESP,DF,1982,262,2.9,0,0,0,0,0,0,0
2006,Getafe,La Liga,Veljko Paunović,ESP,"FW,MF",1977,1796,20,10,1,10,0,0,2,0
2006,Getafe,La Liga,Mariano Pernía,ESP,DF,1977,3206,35.6,10,2,8,2,2,10,1
2006,Getafe,La Liga,Rubén Pulido,ESP,DF,1979,1886,21,2,1,2,0,0,4,0
2006,Getafe,La Liga,Pablo Redondo,ESP,MF,1982,1319,14.7,2,4,2,0,0,4,0
2006,Getafe,La Liga,Riki,ESP,FW,1980,2492,27.7,8,3,8,0,0,2,0
2006,Getafe,La Liga,Diego Rivas,ESP,MF,1980,2963,32.9,0,1,0,0,0,15,2
2006,Getafe,La Liga,Manuel Tena,ESP,DF,1978,1424,15.8,1,0,1,0,0,2,0
2006,Getafe,La Liga,Ángel Vivar Dorado,ESP,MF,1974,1500,16.7,2,2,2,0,0,5,0
2006,Gladbach,Bundesliga,Zé António,POR,DF,1977,3017,33.5,3,0,3,0,0,2,0
2006,Gladbach,Bundesliga,Jörg Böhme,GER,MF,1974,38,0.4,0,0,0,0,0,0,0
2006,Gladbach,Bundesliga,Thomas Broich,GER,MF,1981,1719,19.1,2,2,2,0,0,1,0
2006,Gladbach,Bundesliga,Kasper Bøgelund,DEN,DF,1980,1045,11.6,2,0,2,0,0,4,0
2006,Gladbach,Bundesliga,Marvin Compper,GER,DF,1985,110,1.2,0,0,0,0,0,2,0
2006,Gladbach,Bundesliga,Filip Daems,BEL,DF,1978,1385,15.4,0,1,0,0,0,6,0
2006,Gladbach,Bundesliga,Giovane Élber,BRA,FW,1972,54,0.6,0,0,0,0,0,0,0
2006,Gladbach,Bundesliga,Hassan El Fakiri,NOR,"DF,MF",1977,2312,25.7,1,3,1,0,0,3,0
2006,Gladbach,Bundesliga,Robert Fleßers,GER,"DF,MF",1987,151,1.7,0,0,0,0,0,1,0
2006,Gladbach,Bundesliga,Milan Fukal,CZE,"DF,MF",1975,1900,21.1,1,0,1,0,0,8,0
2006,Gladbach,Bundesliga,Marek Heinz,CZE,"FW,MF",1977,244,2.7,0,0,0,0,0,0,0
2006,Gladbach,Bundesliga,Thomas Helveg,DEN,DF,1971,293,3.3,0,0,0,0,0,1,0
2006,Gladbach,Bundesliga,Marcell Jansen,GER,"DF,MF",1985,2876,32,3,3,3,0,0,6,0
2006,Gladbach,Bundesliga,Kahê,BRA,FW,1982,1606,17.8,2,1,2,0,0,0,0
2006,Gladbach,Bundesliga,Darius Kampa,GER,GK,1977,90,1,0,0,0,0,0,0,0
2006,Gladbach,Bundesliga,Bekim Kastrati,ALB,FW,1984,46,0.5,0,0,0,0,0,0,0
2006,Gladbach,Bundesliga,Kasey Keller,USA,GK,1969,2970,33,0,0,0,0,0,1,0
2006,Gladbach,Bundesliga,Peer Kluge,GER,MF,1980,2086,23.2,3,2,3,0,0,5,0
2006,Gladbach,Bundesliga,Krisztián Lisztes,HUN,MF,1976,200,2.2,0,0,0,0,0,1,0
2006,Gladbach,Bundesliga,Oliver Neuville,GER,FW,1973,2955,32.8,10,8,9,1,1,4,0
2006,Gladbach,Bundesliga,Niels Oude Kamphuis,NED,"DF,MF",1977,937,10.4,0,0,0,0,0,6,1
2006,Gladbach,Bundesliga,Eugen Polanski,POL,MF,1986,1620,18,1,4,1,0,0,8,1
2006,Gladbach,Bundesliga,Nando Rafael,ANG,FW,1984,606,6.7,3,NA,3,0,0,2,0
2006,Gladbach,Bundesliga,Wesley Sonck,BEL,FW,1978,920,10.2,4,0,4,0,0,1,0
2006,Gladbach,Bundesliga,Jeff Strasser,LUX,DF,1974,2165,24.1,1,0,1,0,0,9,0
2006,Gladbach,Bundesliga,Bo Svensson,DEN,DF,1979,1092,12.1,1,0,1,0,0,0,0
2006,Gladbach,Bundesliga,Václav Svěrkoš,CZE,FW,1983,340,3.8,1,NA,1,0,0,2,0
2006,Gladbach,Bundesliga,Bernd Thijs,BEL,MF,1978,789,8.8,0,0,0,0,0,4,0
2006,Hamburger SV,Bundesliga,Timothée Atouba,CMR,DF,1982,2771,30.8,1,1,1,0,0,7,0
2006,Hamburger SV,Bundesliga,Sergej Barbarez,BIH,"FW,MF",1971,2879,32,9,11,7,2,2,9,0
2006,Hamburger SV,Bundesliga,Stefan Beinlich,GER,MF,1972,1413,15.7,0,1,0,0,0,5,0
2006,Hamburger SV,Bundesliga,Khalid Boulahrouz,NED,DF,1981,2468,27.4,0,0,0,0,0,7,0
2006,Hamburger SV,Bundesliga,Guy Demel,CIV,"DF,MF",1981,1752,19.5,1,2,1,0,0,4,0
2006,Hamburger SV,Bundesliga,Rafael van der Vaart,NED,MF,1983,1446,16.1,8,2,6,2,2,4,1
2006,Hamburger SV,Bundesliga,Mario Fillinger,GER,"DF,MF",1984,22,0.2,0,0,0,0,0,0,0
2006,Hamburger SV,Bundesliga,Aílton Gonçalves,BRA,FW,1973,823,9.1,3,0,3,0,0,1,0
2006,Hamburger SV,Bundesliga,David Jarolím,CZE,MF,1979,2732,30.4,2,5,2,0,0,10,0
2006,Hamburger SV,Bundesliga,Nigel de Jong,NED,MF,1984,954,10.6,1,0,1,0,0,6,0
2006,Hamburger SV,Bundesliga,Markus Karl,GER,"DF,MF",1986,16,0.2,0,0,0,0,0,0,0
2006,Hamburger SV,Bundesliga,Sascha Kirschstein,GER,GK,1980,1260,14,0,0,0,0,0,1,0
2006,Hamburger SV,Bundesliga,René Klingbeil,GER,DF,1981,729,8.1,0,1,0,0,0,2,0
2006,Hamburger SV,Bundesliga,Mustafa Kučuković,GER,FW,1986,128,1.4,1,0,1,0,0,0,0
2006,Hamburger SV,Bundesliga,Alexander Laas,GER,MF,1984,113,1.3,0,0,0,0,0,0,0
2006,Hamburger SV,Bundesliga,Benjamin Lauth,GER,FW,1981,1915,21.3,7,2,7,0,0,5,0
2006,Hamburger SV,Bundesliga,Mehdi Mahdavikia,IRN,"DF,MF",1977,2479,27.5,5,5,4,1,1,3,0
2006,Hamburger SV,Bundesliga,Émile Mpenza,BEL,FW,1978,446,5,1,1,1,0,0,0,0
2006,Hamburger SV,Bundesliga,Bastian Reinhardt,GER,DF,1975,769,8.5,0,1,0,0,0,0,0
2006,Hamburger SV,Bundesliga,Naohiro Takahara,JPN,FW,1979,678,7.5,1,1,1,0,0,1,0
2006,Hamburger SV,Bundesliga,Charles Takyi,GHA,MF,1984,19,0.2,0,0,0,0,0,0,0
2006,Hamburger SV,Bundesliga,Piotr Trochowski,GER,MF,1984,2117,23.5,5,5,5,0,0,1,0
2006,Hamburger SV,Bundesliga,Daniel Van Buyten,BEL,DF,1978,2390,26.6,2,0,2,0,0,2,1
2006,Hamburger SV,Bundesliga,Stefan Wächter,GER,GK,1978,1800,20,0,0,0,0,0,0,0
2006,Hamburger SV,Bundesliga,Raphaël Wicky,SUI,"DF,MF",1977,1391,15.5,1,0,1,0,0,5,0
2006,Hamburger SV,Bundesliga,Reto Ziegler,SUI,"DF,MF",1986,148,1.6,0,0,0,0,0,0,0
2006,Hannover 96,Bundesliga,Hanno Balitsch,GER,MF,1981,2718,30.2,1,1,1,0,0,7,0
2006,Hannover 96,Bundesliga,Vinícius Bergantin,BRA,DF,1980,1346,15,1,0,1,0,0,4,0
2006,Hannover 96,Bundesliga,Thomas Brdarić,GER,FW,1975,2480,27.6,10,3,9,1,1,4,0
2006,Hannover 96,Bundesliga,Steve Cherundolo,USA,DF,1979,1915,21.3,1,1,1,0,0,2,0
2006,Hannover 96,Bundesliga,Thomas Christiansen,ESP,FW,1973,66,0.7,1,0,0,1,1,0,0
2006,Hannover 96,Bundesliga,Christoph Dabrowski,GER,MF,1978,2856,31.7,3,3,3,0,0,10,0
2006,Hannover 96,Bundesliga,Michael Delura,GER,"FW,MF",1985,863,9.6,1,2,1,0,0,4,0
2006,Hannover 96,Bundesliga,Johannes Dietwald,GER,MF,1985,4,0,0,NA,0,0,NA,0,0
2006,Hannover 96,Bundesliga,Robert Enke,GER,GK,1977,2880,32,0,0,0,0,0,1,0
2006,Hannover 96,Bundesliga,Hendrik Hahne,GER,MF,1986,242,2.7,0,1,0,0,0,0,0
2006,Hannover 96,Bundesliga,Sören Halfar,GER,DF,1987,249,2.8,0,0,0,0,0,0,0
2006,Hannover 96,Bundesliga,Vahid Hashemian,IRN,"FW,MF",1976,2140,23.8,4,2,4,0,0,4,0
2006,Hannover 96,Bundesliga,Mohammadou Idrissou,CMR,FW,1980,62,0.7,0,0,0,0,0,0,0
2006,Hannover 96,Bundesliga,Morten Jensen,GER,GK,1987,90,1,0,0,0,0,0,0,0
2006,Hannover 96,Bundesliga,Frank Juric,AUS,GK,1973,90,1,0,0,0,0,0,0,0
2006,Hannover 96,Bundesliga,Altin Lala,ALB,MF,1975,2255,25.1,0,1,0,0,0,9,2
2006,Hannover 96,Bundesliga,Per Mertesacker,GER,DF,1984,2700,30,5,2,5,0,0,1,0
2006,Hannover 96,Bundesliga,Fabian Montabell,GER,FW,1985,19,0.2,0,0,0,0,0,0,0
2006,Hannover 96,Bundesliga,Silvio Schröter,GER,MF,1979,457,5.1,0,2,0,0,0,0,0
2006,Hannover 96,Bundesliga,Ricardo Sousa,POR,MF,1979,547,6.1,1,1,0,1,1,1,0
2006,Hannover 96,Bundesliga,Jiří Štajner,CZE,"FW,MF",1976,2644,29.4,6,8,6,0,1,3,0
2006,Hannover 96,Bundesliga,Daniel Stendel,GER,FW,1974,130,1.4,0,0,0,0,0,0,0
2006,Hannover 96,Bundesliga,Michael Tarnat,GER,"DF,MF",1969,2536,28.2,4,4,4,0,0,6,0
2006,Hannover 96,Bundesliga,Jonas Troest,DEN,DF,1985,300,3.3,0,0,0,0,0,0,0
2006,Hannover 96,Bundesliga,Chavdar Yankov,BUL,MF,1984,1338,14.9,4,1,4,0,0,4,0
2006,Hannover 96,Bundesliga,Dariusz Żuraw,POL,DF,1972,2636,29.3,1,0,1,0,0,3,0
2006,Hertha BSC,Bundesliga,Yıldıray Baştürk,TUR,MF,1978,2215,24.6,6,4,6,0,0,4,0
2006,Hertha BSC,Bundesliga,Kevin-Prince Boateng,GHA,"FW,MF",1987,1580,17.6,2,3,2,0,0,7,0
2006,Hertha BSC,Bundesliga,Dick van Burik,NED,DF,1973,2002,22.2,1,0,1,0,0,2,0
2006,Hertha BSC,Bundesliga,Ellery Cairo,NED,"FW,MF",1978,1112,12.4,1,2,1,0,0,3,0
2006,Hertha BSC,Bundesliga,Sofian Chahed,TUN,"DF,MF",1983,1215,13.5,0,1,0,0,0,2,0
2006,Hertha BSC,Bundesliga,Pál Dárdai,HUN,MF,1976,835,9.3,2,0,2,0,0,1,0
2006,Hertha BSC,Bundesliga,Ashkan Dejagah,IRN,"FW,MF",1986,50,0.6,0,0,0,0,0,0,0
2006,Hertha BSC,Bundesliga,Malik Fathi,GER,DF,1983,2204,24.5,0,3,0,0,0,3,1
2006,Hertha BSC,Bundesliga,Christian Fiedler,GER,GK,1975,2610,29,0,0,0,0,0,1,0
2006,Hertha BSC,Bundesliga,Arne Friedrich,GER,DF,1979,2768,30.8,1,1,1,0,0,3,1
2006,Hertha BSC,Bundesliga,Gilberto,BRA,"DF,MF",1976,1867,20.7,2,1,2,0,0,4,2
2006,Hertha BSC,Bundesliga,Niko Kovač,CRO,MF,1971,2017,22.4,3,0,3,0,0,8,0
2006,Hertha BSC,Bundesliga,Alexander Madlung,GER,DF,1982,1323,14.7,4,1,4,0,0,4,2
2006,Hertha BSC,Bundesliga,Thorben Marx,GER,MF,1981,365,4.1,0,0,0,0,0,2,0
2006,Hertha BSC,Bundesliga,Andreas Neuendorf,GER,MF,1975,896,10,1,1,1,0,0,6,1
2006,Hertha BSC,Bundesliga,Solomon Okoronkwo,NGA,FW,1987,397,4.4,0,1,0,0,0,0,0
2006,Hertha BSC,Bundesliga,Marko Pantelić,SRB,FW,1978,2255,25.1,11,4,11,0,0,5,0
2006,Hertha BSC,Bundesliga,Marcelinho Paraíba,BRA,"FW,MF",1975,2751,30.6,12,10,8,4,4,6,1
2006,Hertha BSC,Bundesliga,Nando Rafael,ANG,FW,1984,714,7.9,3,NA,3,0,0,2,0
2006,Hertha BSC,Bundesliga,Christopher Samba,CGO,DF,1984,280,3.1,0,0,0,0,0,2,0
2006,Hertha BSC,Bundesliga,Andreas Schmidt,GER,"DF,MF",1973,90,1,0,0,0,0,0,0,0
2006,Hertha BSC,Bundesliga,Oliver Schröder,GER,"DF,MF",1980,1163,12.9,1,0,1,0,0,1,0
2006,Hertha BSC,Bundesliga,Josip Šimunić,CRO,DF,1978,1568,17.4,0,1,0,0,0,10,1
2006,Hertha BSC,Bundesliga,Václav Svěrkoš,CZE,FW,1983,460,5.1,0,NA,0,0,0,3,0
2006,Hertha BSC,Bundesliga,Gerhard Tremmel,GER,GK,1978,450,5,0,0,0,0,0,0,0
2006,Hertha BSC,Bundesliga,Artur Wichniarek,POL,FW,1977,141,1.6,1,0,1,0,0,0,0
2006,Inter,Serie A,Adriano,BRA,FW,1982,2323,25.8,13,2,11,2,2,2,0
2006,Inter,Serie A,Ilario Aloe,ITA,MF,1986,4,0,0,NA,0,0,NA,0,0
2006,Inter,Serie A,Marco Andreolli,ITA,DF,1986,108,1.2,0,0,0,0,0,0,0
2006,Inter,Serie A,Leonardo Bonucci,ITA,DF,1987,1,0,0,NA,0,0,NA,0,0
2006,Inter,Serie A,Nicolás Burdisso,ARG,DF,1981,1119,12.4,0,1,0,0,0,4,1
2006,Inter,Serie A,Esteban Cambiasso,ARG,MF,1980,2713,30.1,5,2,5,0,0,3,0
2006,Inter,Serie A,Júlio César,BRA,GK,1979,2610,29,0,0,0,0,0,1,0
2006,Inter,Serie A,Iván Córdoba,COL,DF,1976,3092,34.4,4,2,4,0,0,8,0
2006,Inter,Serie A,Giuseppe Favalli,ITA,DF,1972,1888,21,0,1,0,0,0,5,0
2006,Inter,Serie A,Luís Figo,POR,"FW,MF",1972,2458,27.3,5,10,5,0,0,3,0
2006,Inter,Serie A,Domenico Germinale,ITA,FW,1987,29,0.3,0,0,0,0,0,0,0
2006,Inter,Serie A,Kily González,ARG,"FW,MF",1974,890,9.9,0,1,0,0,0,2,0
2006,Inter,Serie A,Daniel Maa Boumsong,CMR,MF,1987,63,0.7,0,0,0,0,0,0,0
2006,Inter,Serie A,Zé Maria,BRA,DF,1973,466,5.2,0,1,0,0,0,1,0
2006,Inter,Serie A,Obafemi Martins,NGA,FW,1984,1846,20.5,9,3,9,0,0,2,0
2006,Inter,Serie A,Marco Materazzi,ITA,DF,1973,1613,17.9,2,2,2,0,0,9,0
2006,Inter,Serie A,Siniša Mihajlović,SRB,DF,1969,269,3,1,1,1,0,0,1,0
2006,Inter,Serie A,Paolo Orlandoni,ITA,GK,1972,90,1,0,0,0,0,0,0,0
2006,Inter,Serie A,David Pizarro,CHI,MF,1979,1387,15.4,1,2,1,0,0,1,0
2006,Inter,Serie A,Álvaro Recoba,URU,"FW,MF",1976,909,10.1,5,1,5,0,0,2,0
2006,Inter,Serie A,Julio Ricardo Cruz,ARG,FW,1974,1655,18.4,15,2,12,3,3,3,1
2006,Inter,Serie A,Walter Samuel,ARG,DF,1978,2327,25.9,2,0,2,0,0,6,1
2006,Inter,Serie A,Juan Sebastián Verón,ARG,MF,1975,2102,23.4,0,3,0,0,0,4,1
2006,Inter,Serie A,Goran Slavkovski,MKD,FW,1989,8,0.1,0,NA,0,0,NA,0,0
2006,Inter,Serie A,Santiago Solari,ARG,MF,1976,699,7.8,3,1,3,0,0,0,0
2006,Inter,Serie A,Dejan Stanković,SRB,MF,1978,1884,20.9,2,3,2,0,0,4,0
2006,Inter,Serie A,Francesco Toldo,ITA,GK,1971,720,8,0,0,0,0,0,0,0
2006,Inter,Serie A,Pierre Womé,CMR,DF,1979,897,10,0,0,0,0,0,1,0
2006,Inter,Serie A,Cristiano Zanetti,ITA,MF,1977,692,7.7,0,2,0,0,0,5,0
2006,Inter,Serie A,Javier Zanetti,ARG,"DF,MF",1973,2232,24.8,0,2,0,0,0,4,0
2006,Juventus,Serie A,Christian Abbiati,ITA,GK,1977,1612,17.9,0,0,0,0,0,1,0
2006,Juventus,Serie A,Federico Balzaretti,ITA,DF,1981,1313,14.6,0,0,0,0,0,0,0
2006,Juventus,Serie A,Manuele Blasi,ITA,MF,1980,667,7.4,0,0,0,0,0,3,0
2006,Juventus,Serie A,Gianluigi Buffon,ITA,GK,1978,1619,18,0,0,0,0,0,1,0
2006,Juventus,Serie A,Mauro Camoranesi,ITA,MF,1976,2179,24.2,3,10,3,0,0,7,0
2006,Juventus,Serie A,Fabio Cannavaro,ITA,DF,1973,3201,35.6,4,0,4,0,0,7,1
2006,Juventus,Serie A,Giorgio Chiellini,ITA,DF,1984,1369,15.2,0,1,0,0,0,5,0
2006,Juventus,Serie A,Alessandro Del Piero,ITA,"FW,MF",1974,1723,19.1,11,3,9,2,3,0,0
2006,Juventus,Serie A,Emerson,BRA,MF,1976,2984,33.2,2,2,2,0,0,3,0
2006,Juventus,Serie A,Giuliano Giannichedda,ITA,MF,1974,780,8.7,0,1,0,0,0,1,0
2006,Juventus,Serie A,Zlatan Ibrahimović,SWE,FW,1981,2402,26.7,7,6,7,0,0,4,0
2006,Juventus,Serie A,Robert Kovač,CRO,DF,1974,1406,15.6,1,2,1,0,0,3,0
2006,Juventus,Serie A,Adrian Mutu,ROU,"FW,MF",1979,1723,19.1,7,6,6,1,1,3,0
2006,Juventus,Serie A,Pavel Nedvěd,CZE,MF,1972,2716,30.2,5,8,5,0,0,6,1
2006,Juventus,Serie A,Gianluca Pessotto,ITA,"DF,MF",1970,599,6.7,0,0,0,0,0,1,0
2006,Juventus,Serie A,Lilian Thuram,FRA,DF,1972,2233,24.8,0,2,0,0,0,4,1
2006,Juventus,Serie A,David Trezeguet,FRA,FW,1977,2338,26,23,3,23,0,0,0,0
2006,Juventus,Serie A,Patrick Vieira,FRA,MF,1976,2769,30.8,5,5,5,0,0,10,0
2006,Juventus,Serie A,Marcelo Zalayeta,URU,FW,1978,368,4.1,1,0,1,0,0,0,0
2006,Juventus,Serie A,Gianluca Zambrotta,ITA,DF,1977,2840,31.6,0,4,0,0,0,4,0
2006,Juventus,Serie A,Jonathan Zebina,FRA,DF,1978,482,5.4,0,0,0,0,0,0,0
2006,Kaiserslautern,Bundesliga,Halil Altıntop,TUR,"FW,MF",1982,2883,32,20,3,20,0,0,2,0
2006,Kaiserslautern,Bundesliga,Mathieu Béda,FRA,"DF,MF",1981,1395,15.5,0,0,0,0,0,4,0
2006,Kaiserslautern,Bundesliga,Axel Bellinghausen,GER,MF,1983,1497,16.6,0,2,0,0,0,2,0
2006,Kaiserslautern,Bundesliga,Stefan Blank,GER,DF,1977,1278,14.2,1,1,1,0,0,3,1
2006,Kaiserslautern,Bundesliga,Steffen Bohl,GER,"DF,MF",1983,51,0.6,0,NA,0,0,NA,0,0
2006,Kaiserslautern,Bundesliga,Balázs Borbély,SVK,"DF,MF",1979,373,4.1,0,0,0,0,0,5,0
2006,Kaiserslautern,Bundesliga,Marco Engelhardt,GER,"DF,MF",1980,2698,30,1,2,1,0,0,7,0
2006,Kaiserslautern,Bundesliga,Thomas Ernst,GER,GK,1967,270,3,0,0,0,0,0,0,0
2006,Kaiserslautern,Bundesliga,Florian Fromlowitz,GER,GK,1986,1038,11.5,0,0,0,0,0,0,0
2006,Kaiserslautern,Bundesliga,Berkant Göktan,TUR,FW,1980,199,2.2,1,0,1,0,0,0,0
2006,Kaiserslautern,Bundesliga,Daniel Halfar,GER,MF,1988,678,7.5,3,2,3,0,0,4,0
2006,Kaiserslautern,Bundesliga,Ingo Hertzsch,GER,DF,1977,2016,22.4,0,0,0,0,0,5,0
2006,Kaiserslautern,Bundesliga,Nzelo Hervé Lembi,COD,DF,1975,2439,27.1,1,1,1,0,0,5,0
2006,Kaiserslautern,Bundesliga,Jon Inge Høiland,NOR,DF,1977,633,7,0,1,0,0,0,0,0
2006,Kaiserslautern,Bundesliga,Carsten Jancker,GER,FW,1974,356,4,0,NA,0,0,NA,1,0
2006,Kaiserslautern,Bundesliga,Jürgen Macho,AUT,GK,1977,1752,19.5,0,0,0,0,0,1,0
2006,Kaiserslautern,Bundesliga,Lucien Mettomo,CMR,DF,1977,738,8.2,0,0,0,0,0,2,0
2006,Kaiserslautern,Bundesliga,Mihael Mikić,CRO,"DF,MF",1980,828,9.2,0,1,0,0,0,5,0
2006,Kaiserslautern,Bundesliga,Christian Nerlinger,GER,MF,1973,215,2.4,0,NA,0,0,NA,3,0
