essround,idno,agea,eduyrs,eisced,gndr,iscoco,isco08,hinctnt,hinctnta,male,age,age_rec,years_schooling,educ_level,hincome,occup_cat,emplrel,emplno,isco_mainjob,emplrel_r1,emplno_r1,selfem_mainjob,class16_r1,class8_r1,class5_r1,emplrel_r2,emplno_r2,class16_r2,class8_r2,class5_r2,class5_r
1,321,72,0,1,2,66666,NA,77,NA,female,72,>=65,0,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,323,30,8,2,2,9313,NA,77,NA,female,30,30-44,8,Low education,NA,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,324,69,3,1,1,9312,NA,77,NA,male,69,>=65,3,Low education,NA,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,325,70,3,1,2,9132,NA,77,NA,female,70,>=65,3,Low education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,326,82,0,1,2,9133,NA,77,NA,female,82,>=65,0,Low education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,327,29,8,2,2,8276,NA,77,NA,female,29,20-29,8,Low education,NA,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,342,45,77,1,2,6111,NA,77,NA,female,45,45-64,NA,Low education,NA,agricultural,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,345,58,22,7,1,1311,NA,6,NA,male,58,45-64,22,High education,6,managers,2,4,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
1,347,62,0,1,1,6111,NA,4,NA,male,62,45-64,0,Low education,4,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
1,352,25,11,4,2,4190,NA,77,NA,female,25,20-29,11,Secondary education,NA,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
1,354,46,88,3,2,5220,NA,2,NA,female,46,45-64,NA,Secondary education,2,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,355,44,13,4,1,7124,NA,2,NA,male,44,30-44,13,Secondary education,2,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,356,39,88,2,1,7231,NA,2,NA,male,39,30-44,NA,Low education,2,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,363,39,8,2,1,7122,NA,77,NA,male,39,30-44,8,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,365,86,10,5,1,3118,NA,6,NA,male,86,>=65,10,High education,6,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
1,369,16,88,2,1,66666,NA,88,NA,male,16,<20,NA,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,370,16,88,2,1,66666,NA,77,NA,male,16,<20,NA,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,371,35,88,5,2,5220,NA,6,NA,female,35,30-44,NA,High education,6,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,372,57,14,3,2,77777,NA,77,NA,female,57,45-64,14,Secondary education,NA,NA,7,66666,-9,7,66666,NA,NA,NA,NA,7,66666,NA,NA,NA,NA
1,374,40,88,4,2,66666,NA,77,NA,female,40,30-44,NA,Secondary education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,377,44,88,2,2,4211,NA,2,NA,female,44,30-44,NA,Low education,2,clerical,1,66666,-9,1,66666,1,12,6,5,1,66666,NA,NA,NA,Unskilled workers
1,378,33,88,3,1,5141,NA,2,NA,male,33,30-44,NA,Secondary education,2,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,379,74,88,1,2,66666,NA,4,NA,female,74,>=65,NA,Low education,4,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,383,33,88,2,2,9330,NA,77,NA,female,33,30-44,NA,Low education,NA,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,384,51,88,77,2,77777,NA,77,NA,female,51,45-64,NA,NA,NA,NA,7,66666,-9,7,66666,NA,NA,NA,NA,7,66666,NA,NA,NA,NA
1,385,52,5,1,2,1317,NA,77,NA,female,52,45-64,5,Low education,NA,managers,2,3,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
1,386,26,8,2,1,8332,NA,4,NA,male,26,20-29,8,Low education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,387,24,14,4,1,9330,NA,88,NA,male,24,20-29,14,Secondary education,NA,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,390,86,3,1,2,9132,NA,4,NA,female,86,>=65,3,Low education,4,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,395,76,6,2,1,7129,NA,5,NA,male,76,>=65,6,Low education,5,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,396,45,8,2,2,1314,NA,11,NA,female,45,45-64,8,Low education,NA,managers,2,2,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
1,398,28,18,7,2,2320,NA,77,NA,female,28,20-29,18,High education,NA,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
1,399,62,88,1,2,7412,NA,6,NA,female,62,45-64,NA,Low education,6,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,400,25,88,2,1,5123,NA,77,NA,male,25,20-29,NA,Low education,NA,service,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,401,37,88,3,2,77777,NA,77,NA,female,37,30-44,NA,Secondary education,NA,NA,1,66666,-9,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
1,402,76,0,1,2,66666,NA,5,NA,female,76,>=65,0,Low education,5,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,403,52,88,3,1,5220,NA,77,NA,male,52,45-64,NA,Secondary education,NA,service,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
1,404,72,88,1,1,7412,NA,88,NA,male,72,>=65,NA,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,405,37,88,4,2,66666,NA,77,NA,female,37,30-44,NA,Secondary education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,406,40,88,3,1,77777,NA,77,NA,male,40,30-44,NA,Secondary education,NA,NA,8,66666,-9,8,66666,NA,NA,NA,NA,8,66666,NA,NA,NA,NA
1,408,36,88,3,2,5123,NA,77,NA,female,36,30-44,NA,Secondary education,NA,service,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,409,40,88,4,2,3415,NA,88,NA,female,40,30-44,NA,Secondary education,NA,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,410,57,88,1,1,7221,NA,88,NA,male,57,45-64,NA,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,411,72,88,1,1,7124,NA,77,NA,male,72,>=65,NA,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,412,45,15,3,1,5122,NA,77,NA,male,45,45-64,15,Secondary education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,415,32,88,4,1,7122,NA,4,NA,male,32,30-44,NA,Secondary education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,416,70,7,1,2,66666,NA,5,NA,female,70,>=65,7,Low education,5,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,417,72,88,1,2,66666,NA,88,NA,female,72,>=65,NA,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,418,23,10,2,1,7411,NA,2,NA,male,23,20-29,10,Low education,2,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,421,36,10,3,2,9132,NA,77,NA,female,36,30-44,10,Secondary education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,422,37,16,4,2,4190,NA,3,NA,female,37,30-44,16,Secondary education,3,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
1,424,42,88,5,1,3415,NA,77,NA,male,42,30-44,NA,High education,NA,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,426,71,5,1,2,8262,NA,5,NA,female,71,>=65,5,Low education,5,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,428,38,16,7,1,2451,NA,7,NA,male,38,30-44,16,High education,7,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
1,429,65,12,1,2,8211,NA,5,NA,female,65,>=65,12,Low education,5,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,432,39,8,1,1,9330,NA,4,NA,male,39,30-44,8,Low education,4,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,434,37,16,3,2,3431,NA,8,NA,female,37,30-44,16,Secondary education,8,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,435,31,12,5,1,7242,NA,4,NA,male,31,30-44,12,High education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,437,81,4,1,1,7122,NA,4,NA,male,81,>=65,4,Low education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,438,75,77,1,2,9132,NA,77,NA,female,75,>=65,NA,Low education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,442,28,10,1,1,9132,NA,2,NA,male,28,20-29,10,Low education,2,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,444,999,88,1,1,7231,NA,6,NA,male,NA,NA,NA,Low education,6,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,445,29,12,6,1,2452,NA,77,NA,male,29,20-29,12,High education,NA,professionals,2,0,-9,2,0,2,2,1,1,2,0,NA,NA,NA,Higher-grade service class
1,448,42,88,1,1,6152,NA,5,NA,male,42,30-44,NA,Low education,5,agricultural,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,451,31,10,2,2,5220,NA,5,NA,female,31,30-44,10,Low education,5,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,452,31,12,4,1,5220,NA,7,NA,male,31,30-44,12,Secondary education,7,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,453,16,10,2,1,66666,NA,88,NA,male,16,<20,10,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,454,79,8,1,2,5220,NA,77,NA,female,79,>=65,8,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,460,20,15,4,2,5220,NA,4,NA,female,20,20-29,15,Secondary education,4,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,462,29,17,7,2,2444,NA,77,NA,female,29,20-29,17,High education,NA,professionals,2,0,-9,2,0,2,2,1,1,2,0,NA,NA,NA,Higher-grade service class
1,464,23,17,7,2,3431,NA,88,NA,female,23,20-29,17,High education,NA,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,468,999,17,7,2,5123,NA,4,NA,female,NA,NA,17,High education,4,service,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,471,72,9,1,1,5220,NA,77,NA,male,72,>=65,9,Low education,NA,service,2,2,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
1,472,70,7,1,1,7137,NA,77,NA,male,70,>=65,7,Low education,NA,blue-collar,2,1,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
1,475,19,12,4,2,66666,NA,77,NA,female,19,<20,12,Secondary education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,476,56,9,2,1,7241,NA,4,NA,male,56,45-64,9,Low education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,478,30,17,7,1,2455,NA,9,NA,male,30,30-44,17,High education,9,professionals,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
1,481,38,23,7,2,2141,NA,77,NA,female,38,30-44,23,High education,NA,professionals,2,1,-9,2,1,3,2,1,1,2,1,NA,NA,NA,Higher-grade service class
1,483,38,11,2,1,7141,NA,4,NA,male,38,30-44,11,Low education,4,blue-collar,2,3,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
1,486,38,19,7,2,77777,NA,77,NA,female,38,30-44,19,High education,NA,NA,1,66666,-9,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
1,488,25,19,7,2,2444,NA,77,NA,female,25,20-29,19,High education,NA,professionals,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
1,489,41,88,7,1,1210,NA,12,NA,male,41,30-44,NA,High education,NA,managers,2,10,-9,2,2,4,1,1,1,2,2,1,1,1,Higher-grade service class
1,493,52,10,2,2,5220,NA,4,NA,female,52,45-64,10,Low education,4,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,494,71,1,1,2,8261,NA,4,NA,female,71,>=65,1,Low education,4,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,498,27,17,7,1,2455,NA,8,NA,male,27,20-29,17,High education,8,professionals,2,0,-9,2,0,2,2,1,1,2,0,NA,NA,NA,Higher-grade service class
1,499,46,15,4,1,3431,NA,7,NA,male,46,45-64,15,Secondary education,7,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,501,81,8,1,2,7436,NA,5,NA,female,81,>=65,8,Low education,5,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,502,41,10,2,2,3415,NA,6,NA,female,41,30-44,10,Low education,6,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,514,60,30,7,1,1239,NA,10,NA,male,60,45-64,30,High education,10,managers,2,88888,-9,2,88888,NA,NA,NA,NA,2,88888,NA,NA,NA,NA
1,519,58,20,4,1,3431,NA,6,NA,male,58,45-64,20,Secondary education,6,technicians,2,1,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
1,521,71,14,7,2,2331,NA,77,NA,female,71,>=65,14,High education,NA,professionals,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
1,522,33,18,7,1,2145,NA,9,NA,male,33,30-44,18,High education,9,professionals,2,4,-9,2,1,3,2,1,1,2,1,NA,NA,NA,Higher-grade service class
1,523,85,14,6,2,66666,NA,77,NA,female,85,>=65,14,High education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,526,66,10,2,2,66666,NA,11,NA,female,66,>=65,10,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,527,55,15,6,2,2224,NA,77,NA,female,55,45-64,15,High education,NA,professionals,2,0,-9,2,0,2,2,1,1,2,0,NA,NA,NA,Higher-grade service class
1,529,71,17,6,1,2411,NA,77,NA,male,71,>=65,17,High education,NA,professionals,1,66666,-9,1,66666,1,9,5,1,1,66666,NA,NA,NA,Higher-grade service class
1,532,37,18,7,2,2455,NA,7,NA,female,37,30-44,18,High education,7,professionals,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
1,539,70,11,2,2,5220,NA,4,NA,female,70,>=65,11,Low education,4,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,540,41,8,2,2,5139,NA,4,NA,female,41,30-44,8,Low education,4,service,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,541,39,22,7,2,4190,NA,7,NA,female,39,30-44,22,High education,7,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
1,542,50,17,7,1,2411,NA,7,NA,male,50,45-64,17,High education,7,professionals,1,66666,-9,1,66666,1,9,5,1,1,66666,NA,NA,NA,Higher-grade service class
1,543,43,14,4,1,3434,NA,77,NA,male,43,30-44,14,Secondary education,NA,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
1,544,999,18,6,1,7324,NA,8,NA,male,NA,NA,18,High education,8,blue-collar,2,5,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
1,545,29,15,4,1,8281,NA,7,NA,male,29,20-29,15,Secondary education,7,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,547,46,21,7,2,2229,NA,9,NA,female,46,45-64,21,High education,9,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
1,548,44,15,4,1,3431,NA,6,NA,male,44,30-44,15,Secondary education,6,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,551,42,21,7,1,2310,NA,6,NA,male,42,30-44,21,High education,6,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
1,552,54,17,6,2,2230,NA,5,NA,female,54,45-64,17,High education,5,professionals,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
1,553,62,10,2,2,5220,NA,7,NA,female,62,45-64,10,Low education,7,service,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
1,556,52,12,2,2,4222,NA,6,NA,female,52,45-64,12,Low education,6,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
1,561,49,19,6,1,3431,NA,8,NA,male,49,45-64,19,High education,8,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,565,37,9,5,1,3152,NA,77,NA,male,37,30-44,9,High education,NA,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
1,566,53,8,1,2,5220,NA,4,NA,female,53,45-64,8,Low education,4,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,568,52,7,1,2,66666,NA,5,NA,female,52,45-64,7,Low education,5,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,569,61,10,1,2,7242,NA,77,NA,female,61,45-64,10,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,571,75,2,1,1,4131,NA,4,NA,male,75,>=65,2,Low education,4,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
1,572,65,1,1,1,7122,NA,3,NA,male,65,>=65,1,Low education,3,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,573,55,88,1,2,66666,NA,77,NA,female,55,45-64,NA,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,574,51,7,2,1,8211,NA,4,NA,male,51,45-64,7,Low education,4,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,577,63,9,3,2,8261,NA,4,NA,female,63,45-64,9,Secondary education,4,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,580,34,15,6,2,2230,NA,77,NA,female,34,30-44,15,High education,NA,professionals,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
1,581,36,15,3,2,9131,NA,2,NA,female,36,30-44,15,Secondary education,2,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,582,68,6,1,2,8262,NA,4,NA,female,68,>=65,6,Low education,4,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,583,72,10,1,2,5220,NA,4,NA,female,72,>=65,10,Low education,4,service,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
1,588,76,8,1,2,7433,NA,4,NA,female,76,>=65,8,Low education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,589,81,6,1,2,5220,NA,4,NA,female,81,>=65,6,Low education,4,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,592,45,9,4,2,4141,NA,5,NA,female,45,45-64,9,Secondary education,5,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
1,595,17,12,3,1,7136,NA,4,NA,male,17,<20,12,Secondary education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,597,56,9,3,1,4131,NA,4,NA,male,56,45-64,9,Secondary education,4,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
1,598,72,2,1,1,7122,NA,4,NA,male,72,>=65,2,Low education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,599,80,7,1,2,7424,NA,3,NA,female,80,>=65,7,Low education,3,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,601,62,0,1,2,6112,NA,4,NA,female,62,45-64,0,Low education,4,agricultural,3,66666,-9,3,66666,2,4,2,3,3,66666,NA,NA,NA,Small business owners
1,603,15,10,2,2,66666,NA,88,NA,female,15,<20,10,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,604,53,88,1,2,4211,NA,4,NA,female,53,45-64,NA,Low education,4,clerical,1,66666,-9,1,66666,1,12,6,5,1,66666,NA,NA,NA,Unskilled workers
1,606,64,14,1,2,66666,NA,77,NA,female,64,45-64,14,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,610,54,0,1,1,9313,NA,4,NA,male,54,45-64,0,Low education,4,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,612,50,88,1,2,1315,NA,5,NA,female,50,45-64,NA,Low education,5,managers,2,3,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
1,613,60,12,4,2,3431,NA,5,NA,female,60,45-64,12,Secondary education,5,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,614,65,6,1,2,7345,NA,6,NA,female,65,>=65,6,Low education,6,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,615,77,6,1,1,9330,NA,4,NA,male,77,>=65,6,Low education,4,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
1,617,46,16,5,2,3431,NA,7,NA,female,46,45-64,16,High education,7,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,619,73,8,1,2,9131,NA,4,NA,female,73,>=65,8,Low education,4,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,620,46,9,2,1,5220,NA,5,NA,male,46,45-64,9,Low education,5,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,621,48,14,5,2,3431,NA,8,NA,female,48,45-64,14,High education,8,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,622,67,11,3,1,7437,NA,6,NA,male,67,>=65,11,Secondary education,6,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,625,24,20,4,1,5132,NA,6,NA,male,24,20-29,20,Secondary education,6,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
1,626,35,19,7,2,3431,NA,8,NA,female,35,30-44,19,High education,8,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,628,59,5,1,2,9131,NA,6,NA,female,59,45-64,5,Low education,6,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,630,44,15,6,2,2230,NA,5,NA,female,44,30-44,15,High education,5,professionals,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
1,631,58,14,5,1,7129,NA,8,NA,male,58,45-64,14,High education,8,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,632,42,13,3,2,4211,NA,8,NA,female,42,30-44,13,Secondary education,8,clerical,1,66666,-9,1,66666,1,12,6,5,1,66666,NA,NA,NA,Unskilled workers
1,636,54,15,6,2,3431,NA,8,NA,female,54,45-64,15,High education,8,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,637,39,15,6,2,2320,NA,77,NA,female,39,30-44,15,High education,NA,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
1,638,16,11,3,1,66666,NA,4,NA,male,16,<20,11,Secondary education,4,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
1,640,23,18,7,2,5123,NA,7,NA,female,23,20-29,18,High education,7,service,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
1,643,59,6,1,1,3415,NA,77,NA,male,59,45-64,6,Low education,NA,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,645,52,8,5,1,3152,NA,6,NA,male,52,45-64,8,High education,6,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
1,646,46,12,4,1,3431,NA,8,NA,male,46,45-64,12,Secondary education,8,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
1,647,65,9,1,1,7137,NA,5,NA,male,65,>=65,9,Low education,5,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
1,648,42,11,3,2,3431,NA,6,NA,female,42,30-44,11,Secondary education,6,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
